Zone,Subscriber_Class,Outbound,Inbound
24,Inbound Commuter,2,1
24,Long Term Visitor,4,5
24,Outbound Commuter,2,2
24,Resident Worker,23,28
24,Short Term Visitor,3,4
25,Home Worker,28,30
25,Long Term Visitor,42,36
25,Outbound Commuter,8,8
25,Resident Worker,58,60
25,Short Term Visitor,16,12
26,Home Worker,17,13
26,Inbound Commuter,7,6
26,Long Term Visitor,12,9
26,Outbound Commuter,2,2
26,Resident Worker,26,23
27,Home Worker,51,54
27,Inbound Commuter,8,9
27,Long Term Visitor,36,40
27,Outbound Commuter,8,11
27,Resident Worker,80,82
27,Short Term Visitor,11,20
28,Home Worker,4,3
28,Inbound Commuter,1,2
28,Long Term Visitor,2,2
28,Resident Worker,5,4
28,Short Term Visitor,5,6
29,Inbound Commuter,2,2
29,Resident Worker,6,5
29,Short Term Visitor,3,3
30,Home Worker,57,60
30,Inbound Commuter,5,5
30,Long Term Visitor,14,11
30,Outbound Commuter,7,9
30,Resident Worker,95,92
30,Short Term Visitor,12,18
31,Home Worker,18,16
31,Inbound Commuter,3,3
31,Long Term Visitor,11,9
31,Outbound Commuter,11,8
31,Resident Worker,36,33
31,Short Term Visitor,2,3
32,Home Worker,22,17
32,Inbound Commuter,1,2
32,Long Term Visitor,3,4
32,Resident Worker,23,22
32,Short Term Visitor,5,8
33,Home Worker,16,20
33,Inbound Commuter,4,3
33,Long Term Visitor,6,9
33,Resident Worker,32,26
33,Short Term Visitor,5,5
34,Home Worker,11,10
34,Long Term Visitor,2,1
34,Resident Worker,24,20
34,Short Term Visitor,3,3
35,Home Worker,14,16
35,Long Term Visitor,5,2
35,Outbound Commuter,2,3
35,Resident Worker,17,21
35,Short Term Visitor,3,4
36,Home Worker,42,37
36,Long Term Visitor,17,19
36,Outbound Commuter,4,4
36,Resident Worker,53,54
36,Short Term Visitor,6,8
37,Home Worker,43,47
37,Inbound Commuter,4,4
37,Long Term Visitor,23,13
37,Outbound Commuter,6,6
37,Resident Worker,77,79
37,Short Term Visitor,8,9
38,Home Worker,53,66
38,Inbound Commuter,9,5
38,Long Term Visitor,42,48
38,Outbound Commuter,12,11
38,Resident Worker,69,68
38,Short Term Visitor,16,18
39,Home Worker,12,11
39,Inbound Commuter,2,2
39,Long Term Visitor,16,18
39,Outbound Commuter,4,4
39,Resident Worker,37,33
39,Short Term Visitor,8,7
40,Home Worker,49,47
40,Inbound Commuter,4,1
40,Long Term Visitor,7,14
40,Outbound Commuter,2,4
40,Resident Worker,70,62
40,Short Term Visitor,10,11
41,Home Worker,31,29
41,Long Term Visitor,15,13
41,Outbound Commuter,7,8
41,Resident Worker,58,52
42,Home Worker,14,13
42,Long Term Visitor,9,5
42,Resident Worker,30,22
43,Home Worker,20,22
43,Long Term Visitor,4,8
43,Outbound Commuter,3,3
43,Resident Worker,24,31
43,Short Term Visitor,3,7
44,Home Worker,8,6
44,Long Term Visitor,1,2
44,Resident Worker,9,6
44,Short Term Visitor,1,1
45,Home Worker,24,15
45,Inbound Commuter,3,4
45,Long Term Visitor,8,9
45,Outbound Commuter,3,3
45,Resident Worker,26,38
45,Short Term Visitor,13,13
46,Home Worker,8,7
46,Long Term Visitor,3,3
46,Resident Worker,13,14
47,Home Worker,22,24
47,Inbound Commuter,2,4
47,Long Term Visitor,5,3
47,Outbound Commuter,1,2
47,Resident Worker,16,18
47,Short Term Visitor,2,4
48,Home Worker,27,27
48,Inbound Commuter,2,2
48,Long Term Visitor,47,73
48,Outbound Commuter,6,3
48,Resident Worker,41,33
48,Short Term Visitor,24,30
49,Home Worker,52,41
49,Inbound Commuter,4,4
49,Long Term Visitor,32,30
49,Outbound Commuter,9,8
49,Resident Worker,67,71
49,Short Term Visitor,13,14
50,Home Worker,24,30
50,Inbound Commuter,3,2
50,Long Term Visitor,7,7
50,Outbound Commuter,6,8
50,Resident Worker,29,22
50,Short Term Visitor,4,4
51,Home Worker,11,9
51,Long Term Visitor,1,2
51,Resident Worker,19,14
51,Short Term Visitor,2,2
52,Home Worker,5,4
52,Outbound Commuter,1,2
52,Resident Worker,19,14
52,Short Term Visitor,1,3
53,Home Worker,40,47
53,Long Term Visitor,22,23
53,Outbound Commuter,12,11
53,Resident Worker,93,93
53,Short Term Visitor,6,4
54,Home Worker,51,48
54,Inbound Commuter,3,4
54,Long Term Visitor,22,19
54,Outbound Commuter,4,4
54,Resident Worker,60,61
54,Short Term Visitor,9,7
55,Home Worker,30,36
55,Inbound Commuter,4,4
55,Long Term Visitor,6,8
55,Outbound Commuter,3,3
55,Resident Worker,45,49
55,Short Term Visitor,6,5
56,Home Worker,8,4
56,Resident Worker,7,5
57,Home Worker,7,8
57,Long Term Visitor,1,3
57,Resident Worker,8,6
58,Home Worker,5,4
58,Long Term Visitor,3,4
58,Resident Worker,5,3
58,Short Term Visitor,2,1
59,Home Worker,35,35
59,Long Term Visitor,9,15
59,Outbound Commuter,1,1
59,Resident Worker,42,47
60,Home Worker,36,40
60,Inbound Commuter,7,7
60,Long Term Visitor,4,7
60,Outbound Commuter,6,5
60,Resident Worker,40,38
61,Home Worker,9,6
61,Long Term Visitor,7,8
61,Resident Worker,16,16
61,Short Term Visitor,1,1
62,Home Worker,14,14
62,Inbound Commuter,5,5
62,Long Term Visitor,15,13
62,Outbound Commuter,1,2
62,Resident Worker,11,12
62,Short Term Visitor,4,3
63,Home Worker,30,31
63,Long Term Visitor,30,24
63,Outbound Commuter,4,3
63,Resident Worker,51,39
63,Short Term Visitor,14,17
64,Home Worker,70,81
64,Inbound Commuter,12,11
64,Long Term Visitor,39,47
64,Outbound Commuter,11,9
64,Resident Worker,110,116
64,Short Term Visitor,26,30
65,Home Worker,40,39
65,Inbound Commuter,3,2
65,Long Term Visitor,5,3
65,Resident Worker,30,24
65,Short Term Visitor,3,4
66,Home Worker,11,11
66,Long Term Visitor,3,4
66,Resident Worker,20,19
66,Short Term Visitor,3,4
67,Home Worker,33,32
67,Inbound Commuter,2,3
67,Long Term Visitor,6,10
67,Outbound Commuter,3,6
67,Resident Worker,56,55
67,Short Term Visitor,8,8
68,Home Worker,30,33
68,Inbound Commuter,2,1
68,Long Term Visitor,14,11
68,Outbound Commuter,5,5
68,Resident Worker,54,50
68,Short Term Visitor,10,8
69,Home Worker,17,15
69,Long Term Visitor,3,3
69,Outbound Commuter,2,2
69,Resident Worker,24,23
69,Short Term Visitor,2,2
70,Home Worker,41,47
70,Long Term Visitor,22,18
70,Outbound Commuter,2,2
70,Resident Worker,45,40
70,Short Term Visitor,9,9
71,Home Worker,17,16
71,Long Term Visitor,14,10
71,Outbound Commuter,4,6
71,Resident Worker,30,29
71,Short Term Visitor,9,6
72,Home Worker,28,27
72,Inbound Commuter,1,1
72,Long Term Visitor,7,3
72,Outbound Commuter,3,4
72,Resident Worker,40,45
72,Short Term Visitor,1,4
73,Home Worker,34,30
73,Inbound Commuter,1,1
73,Long Term Visitor,2,6
73,Outbound Commuter,2,1
73,Resident Worker,55,49
73,Short Term Visitor,1,2
74,Home Worker,18,27
74,Inbound Commuter,1,1
74,Resident Worker,27,22
74,Short Term Visitor,3,3
75,Home Worker,47,53
75,Inbound Commuter,2,2
75,Long Term Visitor,7,4
75,Outbound Commuter,2,2
75,Resident Worker,60,57
75,Short Term Visitor,3,4
76,Home Worker,9,9
76,Inbound Commuter,2,3
76,Resident Worker,37,34
76,Short Term Visitor,3,2
77,Home Worker,25,25
77,Long Term Visitor,14,22
77,Resident Worker,41,40
77,Short Term Visitor,16,12
78,Home Worker,32,25
78,Long Term Visitor,7,2
78,Resident Worker,45,45
78,Short Term Visitor,3,3
79,Home Worker,5,8
79,Inbound Commuter,2,2
79,Long Term Visitor,1,2
79,Resident Worker,9,10
79,Short Term Visitor,1,1
80,Home Worker,9,8
80,Long Term Visitor,3,3
80,Resident Worker,16,21
80,Short Term Visitor,1,3
81,Home Worker,31,33
81,Inbound Commuter,1,2
81,Long Term Visitor,2,5
81,Resident Worker,42,41
81,Short Term Visitor,1,2
82,Home Worker,33,32
82,Long Term Visitor,10,15
82,Outbound Commuter,5,5
82,Resident Worker,57,60
82,Short Term Visitor,2,1
84,Home Worker,23,26
84,Long Term Visitor,3,2
84,Resident Worker,39,46
84,Short Term Visitor,3,2
85,Home Worker,10,9
85,Long Term Visitor,5,4
85,Resident Worker,25,18
86,Home Worker,86,79
86,Inbound Commuter,3,4
86,Long Term Visitor,20,26
86,Outbound Commuter,2,4
86,Resident Worker,126,131
86,Short Term Visitor,7,7
87,Home Worker,62,64
87,Inbound Commuter,1,1
87,Long Term Visitor,18,11
87,Outbound Commuter,2,3
87,Resident Worker,72,85
87,Short Term Visitor,7,9
88,Home Worker,72,68
88,Inbound Commuter,3,3
88,Long Term Visitor,20,20
88,Outbound Commuter,7,6
88,Resident Worker,107,98
88,Short Term Visitor,5,4
89,Home Worker,47,46
89,Inbound Commuter,5,4
89,Long Term Visitor,39,42
89,Outbound Commuter,1,3
89,Resident Worker,91,88
89,Short Term Visitor,10,14
90,Home Worker,28,27
90,Long Term Visitor,32,28
90,Outbound Commuter,4,5
90,Resident Worker,37,44
90,Short Term Visitor,14,5
91,Home Worker,35,31
91,Long Term Visitor,9,4
91,Outbound Commuter,2,3
91,Resident Worker,37,31
91,Short Term Visitor,1,1
92,Home Worker,10,9
92,Long Term Visitor,3,8
92,Resident Worker,16,19
92,Short Term Visitor,1,1
93,Home Worker,26,27
93,Long Term Visitor,8,9
93,Outbound Commuter,1,1
93,Resident Worker,59,60
94,Home Worker,9,10
94,Resident Worker,12,16
94,Short Term Visitor,1,2
95,Home Worker,41,39
95,Inbound Commuter,8,9
95,Long Term Visitor,9,9
95,Outbound Commuter,4,3
95,Resident Worker,66,62
95,Short Term Visitor,8,7
96,Home Worker,33,37
96,Inbound Commuter,2,2
96,Long Term Visitor,6,4
96,Outbound Commuter,1,2
96,Resident Worker,51,43
97,Home Worker,18,15
97,Long Term Visitor,4,4
97,Resident Worker,27,26
97,Short Term Visitor,1,2
98,Home Worker,3,2
98,Resident Worker,4,3
99,Home Worker,30,31
99,Inbound Commuter,2,1
99,Long Term Visitor,24,12
99,Outbound Commuter,1,1
99,Resident Worker,49,43
99,Short Term Visitor,16,11
100,Home Worker,41,40
100,Long Term Visitor,11,16
100,Outbound Commuter,4,3
100,Resident Worker,58,54
100,Short Term Visitor,6,6
101,Home Worker,9,10
101,Long Term Visitor,10,9
101,Resident Worker,30,27
101,Short Term Visitor,3,3
102,Home Worker,23,25
102,Inbound Commuter,1,1
102,Long Term Visitor,15,16
102,Resident Worker,31,29
102,Short Term Visitor,18,15
103,Home Worker,19,18
103,Inbound Commuter,1,2
103,Long Term Visitor,11,18
103,Outbound Commuter,2,3
103,Resident Worker,27,32
103,Short Term Visitor,10,8
104,Home Worker,2,2
104,Long Term Visitor,2,1
104,Resident Worker,13,15
104,Short Term Visitor,1,2
105,Home Worker,15,14
105,Long Term Visitor,4,4
105,Outbound Commuter,2,2
105,Resident Worker,28,30
105,Short Term Visitor,1,1
106,Home Worker,13,11
106,Inbound Commuter,1,1
106,Long Term Visitor,5,7
106,Outbound Commuter,2,1
106,Resident Worker,25,27
107,Home Worker,7,6
107,Long Term Visitor,1,3
107,Resident Worker,4,5
108,Home Worker,46,44
108,Inbound Commuter,3,3
108,Long Term Visitor,20,23
108,Outbound Commuter,3,3
108,Resident Worker,74,86
108,Short Term Visitor,12,12
109,Home Worker,44,42
109,Inbound Commuter,1,1
109,Long Term Visitor,6,11
109,Outbound Commuter,6,8
109,Resident Worker,62,62
109,Short Term Visitor,3,2
110,Home Worker,38,32
110,Inbound Commuter,2,1
110,Long Term Visitor,9,5
110,Outbound Commuter,1,1
110,Resident Worker,37,38
110,Short Term Visitor,2,2
111,Home Worker,49,53
111,Long Term Visitor,10,13
111,Outbound Commuter,5,5
111,Resident Worker,59,64
111,Short Term Visitor,3,5
112,Home Worker,96,90
112,Long Term Visitor,25,27
112,Outbound Commuter,7,5
112,Resident Worker,127,122
112,Short Term Visitor,13,14
113,Home Worker,2,2
113,Outbound Commuter,3,2
113,Resident Worker,4,3
113,Short Term Visitor,2,1
114,Home Worker,14,11
114,Inbound Commuter,1,1
114,Long Term Visitor,10,11
114,Resident Worker,22,26
114,Short Term Visitor,3,2
115,Home Worker,39,33
115,Long Term Visitor,11,15
115,Outbound Commuter,7,5
115,Resident Worker,65,58
115,Short Term Visitor,2,3
116,Home Worker,18,20
116,Long Term Visitor,1,1
116,Outbound Commuter,4,5
116,Resident Worker,19,20
117,Home Worker,57,55
117,Long Term Visitor,16,12
117,Outbound Commuter,2,1
117,Resident Worker,79,75
117,Short Term Visitor,6,8
118,Home Worker,47,46
118,Long Term Visitor,16,12
118,Outbound Commuter,4,4
118,Resident Worker,57,65
118,Short Term Visitor,6,9
119,Home Worker,49,53
119,Inbound Commuter,5,5
119,Long Term Visitor,23,17
119,Outbound Commuter,8,6
119,Resident Worker,80,79
119,Short Term Visitor,2,4
120,Home Worker,54,61
120,Inbound Commuter,3,1
120,Long Term Visitor,14,18
120,Outbound Commuter,3,4
120,Resident Worker,90,86
120,Short Term Visitor,4,5
121,Home Worker,8,10
121,Long Term Visitor,2,7
121,Outbound Commuter,1,2
121,Resident Worker,9,12
121,Short Term Visitor,1,2
122,Home Worker,25,28
122,Inbound Commuter,1,1
122,Long Term Visitor,11,13
122,Outbound Commuter,2,4
122,Resident Worker,29,31
122,Short Term Visitor,17,12
123,Home Worker,38,37
123,Long Term Visitor,11,7
123,Outbound Commuter,5,5
123,Resident Worker,32,37
123,Short Term Visitor,4,5
124,Home Worker,49,53
124,Inbound Commuter,4,5
124,Long Term Visitor,71,69
124,Outbound Commuter,8,6
124,Resident Worker,93,93
124,Short Term Visitor,15,19
125,Home Worker,39,42
125,Inbound Commuter,3,5
125,Long Term Visitor,41,52
125,Outbound Commuter,3,4
125,Resident Worker,92,100
125,Short Term Visitor,28,28
126,Home Worker,102,98
126,Inbound Commuter,10,9
126,Long Term Visitor,35,31
126,Outbound Commuter,8,8
126,Resident Worker,174,178
126,Short Term Visitor,23,25
127,Home Worker,30,25
127,Inbound Commuter,1,1
127,Long Term Visitor,13,13
127,Outbound Commuter,3,3
127,Resident Worker,38,39
128,Home Worker,39,45
128,Inbound Commuter,2,2
128,Long Term Visitor,11,14
128,Outbound Commuter,4,4
128,Resident Worker,59,61
128,Short Term Visitor,10,10
129,Home Worker,11,11
129,Long Term Visitor,3,3
129,Resident Worker,19,15
129,Short Term Visitor,3,5
130,Home Worker,28,26
130,Long Term Visitor,3,4
130,Outbound Commuter,3,2
130,Resident Worker,27,31
130,Short Term Visitor,1,2
131,Home Worker,16,15
131,Outbound Commuter,1,1
131,Resident Worker,13,12
132,Home Worker,9,7
132,Long Term Visitor,1,1
132,Outbound Commuter,2,1
132,Resident Worker,17,17
132,Short Term Visitor,2,3
133,Home Worker,25,28
133,Long Term Visitor,8,7
133,Outbound Commuter,1,3
133,Resident Worker,41,41
133,Short Term Visitor,2,2
134,Home Worker,9,8
134,Long Term Visitor,2,2
134,Resident Worker,14,11
134,Short Term Visitor,2,3
135,Home Worker,14,11
135,Long Term Visitor,2,2
135,Outbound Commuter,1,2
135,Resident Worker,20,22
135,Short Term Visitor,2,2
136,Home Worker,88,91
136,Inbound Commuter,1,1
136,Long Term Visitor,17,18
136,Outbound Commuter,4,4
136,Resident Worker,134,128
136,Short Term Visitor,4,4
137,Home Worker,53,46
137,Long Term Visitor,3,4
137,Resident Worker,63,58
137,Short Term Visitor,2,1
138,Home Worker,7,5
138,Long Term Visitor,2,1
138,Resident Worker,2,3
139,Home Worker,27,26
139,Inbound Commuter,1,1
139,Long Term Visitor,4,4
139,Resident Worker,22,28
139,Short Term Visitor,1,2
140,Home Worker,32,34
140,Long Term Visitor,8,5
140,Outbound Commuter,1,2
140,Resident Worker,42,28
140,Short Term Visitor,2,1
141,Home Worker,57,54
141,Inbound Commuter,1,2
141,Long Term Visitor,22,26
141,Outbound Commuter,6,6
141,Resident Worker,81,79
141,Short Term Visitor,2,1
142,Home Worker,30,36
142,Long Term Visitor,8,11
142,Outbound Commuter,2,1
142,Resident Worker,50,54
142,Short Term Visitor,2,3
143,Home Worker,76,77
143,Inbound Commuter,1,1
143,Long Term Visitor,16,22
143,Outbound Commuter,4,3
143,Resident Worker,97,120
143,Short Term Visitor,5,6
144,Home Worker,44,55
144,Long Term Visitor,8,10
144,Outbound Commuter,3,2
144,Resident Worker,57,54
144,Short Term Visitor,7,4
145,Home Worker,49,46
145,Inbound Commuter,1,1
145,Long Term Visitor,8,10
145,Outbound Commuter,7,8
145,Resident Worker,67,71
145,Short Term Visitor,3,4
146,Home Worker,19,17
146,Long Term Visitor,6,7
146,Resident Worker,21,21
146,Short Term Visitor,1,1
147,Home Worker,32,37
147,Long Term Visitor,4,7
147,Resident Worker,75,70
147,Short Term Visitor,4,6
148,Home Worker,60,55
148,Inbound Commuter,3,4
148,Long Term Visitor,21,15
148,Outbound Commuter,6,6
148,Resident Worker,116,100
148,Short Term Visitor,5,5
149,Home Worker,29,27
149,Inbound Commuter,1,1
149,Long Term Visitor,16,14
149,Resident Worker,35,39
149,Short Term Visitor,3,3
150,Home Worker,39,42
150,Inbound Commuter,1,1
150,Long Term Visitor,53,56
150,Outbound Commuter,5,6
150,Resident Worker,69,70
150,Short Term Visitor,10,15
151,Home Worker,23,19
151,Long Term Visitor,5,7
151,Outbound Commuter,3,1
151,Resident Worker,16,13
152,Home Worker,3,5
152,Resident Worker,1,2
153,Home Worker,21,18
153,Outbound Commuter,4,4
153,Resident Worker,39,38
153,Short Term Visitor,1,1
154,Home Worker,61,56
154,Inbound Commuter,3,5
154,Long Term Visitor,11,12
154,Outbound Commuter,11,10
154,Resident Worker,131,124
154,Short Term Visitor,7,5
155,Home Worker,16,16
155,Long Term Visitor,8,6
155,Outbound Commuter,2,1
155,Resident Worker,17,23
155,Short Term Visitor,2,3
156,Home Worker,17,16
156,Long Term Visitor,22,14
156,Resident Worker,18,18
156,Short Term Visitor,4,4
157,Home Worker,14,13
157,Long Term Visitor,9,3
157,Outbound Commuter,1,1
157,Resident Worker,12,13
157,Short Term Visitor,3,5
158,Home Worker,9,9
158,Long Term Visitor,31,30
158,Outbound Commuter,1,2
158,Resident Worker,21,22
158,Short Term Visitor,3,4
159,Home Worker,19,19
159,Inbound Commuter,3,2
159,Long Term Visitor,13,12
159,Outbound Commuter,4,2
159,Resident Worker,42,46
159,Short Term Visitor,6,5
160,Home Worker,1,1
160,Long Term Visitor,2,2
160,Outbound Commuter,1,1
160,Resident Worker,5,3
160,Short Term Visitor,1,1
161,Home Worker,14,20
161,Inbound Commuter,1,1
161,Long Term Visitor,5,4
161,Outbound Commuter,2,2
161,Resident Worker,22,22
162,Home Worker,27,26
162,Inbound Commuter,1,2
162,Long Term Visitor,4,4
162,Outbound Commuter,6,7
162,Resident Worker,43,31
162,Short Term Visitor,4,2
163,Home Worker,6,9
163,Inbound Commuter,1,1
163,Long Term Visitor,7,8
163,Outbound Commuter,1,1
163,Resident Worker,24,29
163,Short Term Visitor,2,2
164,Home Worker,6,9
164,Long Term Visitor,2,3
164,Outbound Commuter,1,1
164,Resident Worker,10,12
165,Home Worker,13,12
165,Long Term Visitor,4,1
165,Outbound Commuter,2,2
165,Resident Worker,27,30
166,Home Worker,12,13
166,Long Term Visitor,3,2
166,Outbound Commuter,2,2
166,Resident Worker,14,14
167,Home Worker,31,28
167,Inbound Commuter,2,2
167,Long Term Visitor,12,9
167,Outbound Commuter,3,4
167,Resident Worker,41,39
167,Short Term Visitor,5,6
168,Home Worker,4,4
168,Outbound Commuter,1,1
168,Resident Worker,13,17
169,Home Worker,19,19
169,Inbound Commuter,1,1
169,Long Term Visitor,3,3
169,Resident Worker,38,35
169,Short Term Visitor,1,2
170,Home Worker,5,6
170,Inbound Commuter,1,2
170,Long Term Visitor,5,6
170,Outbound Commuter,1,1
170,Resident Worker,20,20
170,Short Term Visitor,4,3
171,Home Worker,10,10
171,Long Term Visitor,4,5
171,Outbound Commuter,3,1
171,Resident Worker,23,27
171,Short Term Visitor,2,2
172,Home Worker,38,33
172,Inbound Commuter,4,3
172,Long Term Visitor,6,7
172,Resident Worker,39,45
172,Short Term Visitor,2,1
173,Home Worker,4,3
173,Inbound Commuter,2,1
173,Long Term Visitor,8,7
173,Outbound Commuter,1,1
173,Resident Worker,16,15
174,Home Worker,5,4
174,Long Term Visitor,2,1
174,Resident Worker,9,8
175,Home Worker,7,6
175,Long Term Visitor,2,1
175,Resident Worker,3,5
176,Home Worker,14,16
176,Inbound Commuter,1,1
176,Long Term Visitor,4,5
176,Resident Worker,39,35
176,Short Term Visitor,2,2
177,Home Worker,38,38
177,Long Term Visitor,12,10
177,Outbound Commuter,1,1
177,Resident Worker,97,94
177,Short Term Visitor,4,5
178,Home Worker,24,24
178,Long Term Visitor,7,3
178,Resident Worker,44,42
178,Short Term Visitor,2,1
179,Home Worker,8,9
179,Outbound Commuter,1,2
179,Resident Worker,7,9
180,Home Worker,17,14
180,Long Term Visitor,4,3
180,Outbound Commuter,4,2
180,Resident Worker,33,32
180,Short Term Visitor,2,1
181,Home Worker,19,20
181,Inbound Commuter,2,2
181,Long Term Visitor,6,3
181,Outbound Commuter,3,4
181,Resident Worker,28,23
181,Short Term Visitor,4,1
182,Home Worker,14,13
182,Long Term Visitor,1,3
182,Resident Worker,28,22
182,Short Term Visitor,1,1
183,Home Worker,18,15
183,Inbound Commuter,2,1
183,Long Term Visitor,4,8
183,Resident Worker,35,32
184,Home Worker,17,13
184,Inbound Commuter,1,1
184,Long Term Visitor,5,6
184,Outbound Commuter,3,4
184,Resident Worker,36,33
184,Short Term Visitor,2,3
185,Home Worker,42,39
185,Long Term Visitor,12,10
185,Outbound Commuter,1,1
185,Resident Worker,94,81
185,Short Term Visitor,5,8
186,Home Worker,30,35
186,Long Term Visitor,7,6
186,Outbound Commuter,1,1
186,Resident Worker,30,30
187,Home Worker,53,49
187,Inbound Commuter,1,3
187,Long Term Visitor,22,28
187,Outbound Commuter,9,8
187,Resident Worker,137,136
187,Short Term Visitor,8,7
188,Home Worker,50,52
188,Long Term Visitor,14,15
188,Resident Worker,88,82
188,Short Term Visitor,4,1
189,Home Worker,60,63
189,Long Term Visitor,9,13
189,Outbound Commuter,4,5
189,Resident Worker,82,89
189,Short Term Visitor,2,1
190,Home Worker,25,26
190,Long Term Visitor,2,2
190,Outbound Commuter,2,2
190,Resident Worker,32,34
190,Short Term Visitor,1,1
191,Home Worker,17,15
191,Long Term Visitor,3,1
191,Resident Worker,19,15
192,Home Worker,90,89
192,Inbound Commuter,1,1
192,Long Term Visitor,19,24
192,Outbound Commuter,7,7
192,Resident Worker,160,162
192,Short Term Visitor,8,8
193,Home Worker,60,60
193,Inbound Commuter,3,3
193,Long Term Visitor,13,16
193,Outbound Commuter,4,2
193,Resident Worker,95,89
193,Short Term Visitor,8,9
194,Home Worker,13,10
194,Long Term Visitor,1,1
194,Outbound Commuter,1,1
194,Resident Worker,14,14
195,Home Worker,50,45
195,Inbound Commuter,1,1
195,Long Term Visitor,12,14
195,Outbound Commuter,1,4
195,Resident Worker,87,81
196,Home Worker,4,2
196,Long Term Visitor,2,2
196,Resident Worker,6,5
197,Home Worker,87,79
197,Inbound Commuter,1,1
197,Long Term Visitor,28,33
197,Outbound Commuter,5,3
197,Resident Worker,136,115
197,Short Term Visitor,9,7
198,Home Worker,53,49
198,Long Term Visitor,16,16
198,Outbound Commuter,1,2
198,Resident Worker,101,96
198,Short Term Visitor,5,5
199,Home Worker,66,67
199,Long Term Visitor,17,18
199,Outbound Commuter,3,2
199,Resident Worker,92,92
199,Short Term Visitor,2,1
200,Home Worker,19,11
200,Inbound Commuter,1,2
200,Long Term Visitor,4,3
200,Resident Worker,21,22
201,Home Worker,32,33
201,Long Term Visitor,12,15
201,Resident Worker,37,43
201,Short Term Visitor,1,1
202,Home Worker,19,19
202,Long Term Visitor,10,7
202,Outbound Commuter,1,1
202,Resident Worker,26,26
202,Short Term Visitor,2,1
203,Home Worker,77,75
203,Inbound Commuter,1,2
203,Long Term Visitor,26,29
203,Outbound Commuter,6,6
203,Resident Worker,136,130
203,Short Term Visitor,8,10
204,Home Worker,16,16
204,Long Term Visitor,3,7
204,Resident Worker,21,20
205,Home Worker,40,40
205,Long Term Visitor,4,5
