Zone,Subscriber_Class,Outbound,Inbound
40,Inbound Commuter,6,4
40,Long Term Visitor,14,13
40,Outbound Commuter,4,4
40,Resident Worker,78,73
40,Short Term Visitor,16,13
41,Home Worker,31,34
41,Long Term Visitor,8,3
41,Outbound Commuter,3,3
41,Resident Worker,59,61
41,Short Term Visitor,3,4
42,Home Worker,13,9
42,Inbound Commuter,1,1
42,Long Term Visitor,4,2
42,Resident Worker,38,30
42,Short Term Visitor,1,2
43,Home Worker,23,19
43,Inbound Commuter,1,1
43,Long Term Visitor,7,13
43,Outbound Commuter,4,4
43,Resident Worker,31,32
43,Short Term Visitor,3,2
44,Home Worker,18,14
44,Inbound Commuter,3,4
44,Long Term Visitor,2,1
44,Resident Worker,24,20
44,Short Term Visitor,1,2
45,Home Worker,23,24
45,Inbound Commuter,4,2
45,Long Term Visitor,11,4
45,Outbound Commuter,1,1
45,Resident Worker,44,42
45,Short Term Visitor,8,8
46,Home Worker,7,8
46,Inbound Commuter,1,1
46,Long Term Visitor,1,3
46,Outbound Commuter,1,2
46,Resident Worker,10,10
47,Home Worker,19,15
47,Inbound Commuter,2,2
47,Long Term Visitor,6,1
47,Resident Worker,44,43
47,Short Term Visitor,5,4
48,Home Worker,26,23
48,Inbound Commuter,11,10
48,Long Term Visitor,169,104
48,Outbound Commuter,5,3
48,Resident Worker,59,58
48,Short Term Visitor,36,38
49,Home Worker,65,65
49,Inbound Commuter,19,20
49,Long Term Visitor,29,24
49,Outbound Commuter,7,4
49,Resident Worker,158,153
49,Short Term Visitor,18,15
50,Home Worker,22,27
50,Inbound Commuter,3,4
50,Long Term Visitor,4,7
50,Outbound Commuter,5,4
50,Resident Worker,39,41
50,Short Term Visitor,2,3
51,Home Worker,10,8
51,Inbound Commuter,1,1
51,Long Term Visitor,1,2
51,Outbound Commuter,1,3
51,Resident Worker,10,12
51,Short Term Visitor,2,2
52,Home Worker,10,11
52,Inbound Commuter,1,1
52,Outbound Commuter,2,2
52,Resident Worker,19,14
53,Home Worker,53,51
53,Inbound Commuter,6,7
53,Long Term Visitor,17,12
53,Outbound Commuter,8,6
53,Resident Worker,76,75
53,Short Term Visitor,9,6
54,Home Worker,45,43
54,Inbound Commuter,5,3
54,Long Term Visitor,9,11
54,Outbound Commuter,5,6
54,Resident Worker,71,72
54,Short Term Visitor,10,9
55,Home Worker,24,27
55,Inbound Commuter,6,2
55,Long Term Visitor,10,9
55,Outbound Commuter,4,5
55,Resident Worker,63,60
55,Short Term Visitor,7,6
56,Home Worker,3,3
56,Long Term Visitor,1,1
56,Resident Worker,13,10
57,Home Worker,3,2
57,Resident Worker,5,7
58,Home Worker,5,5
58,Long Term Visitor,5,5
58,Outbound Commuter,5,4
58,Resident Worker,2,4
58,Short Term Visitor,2,1
59,Home Worker,27,25
59,Long Term Visitor,14,19
59,Outbound Commuter,1,1
59,Resident Worker,37,46
59,Short Term Visitor,4,1
60,Home Worker,27,29
60,Inbound Commuter,2,2
60,Long Term Visitor,7,10
60,Outbound Commuter,8,8
60,Resident Worker,32,34
60,Short Term Visitor,5,4
61,Home Worker,5,2
61,Inbound Commuter,2,1
61,Long Term Visitor,5,7
61,Resident Worker,16,17
62,Home Worker,15,14
62,Long Term Visitor,9,3
62,Resident Worker,15,11
63,Home Worker,24,28
63,Inbound Commuter,7,5
63,Long Term Visitor,31,42
63,Outbound Commuter,5,3
63,Resident Worker,88,87
63,Short Term Visitor,8,7
64,Home Worker,94,97
64,Inbound Commuter,18,20
64,Long Term Visitor,41,33
64,Outbound Commuter,11,14
64,Resident Worker,165,170
64,Short Term Visitor,22,20
65,Home Worker,40,39
65,Inbound Commuter,1,2
65,Long Term Visitor,4,4
65,Outbound Commuter,2,1
65,Resident Worker,77,60
65,Short Term Visitor,2,2
66,Home Worker,9,9
66,Long Term Visitor,2,2
66,Resident Worker,19,16
67,Home Worker,42,42
67,Inbound Commuter,9,10
67,Long Term Visitor,8,6
67,Outbound Commuter,5,5
67,Resident Worker,94,85
67,Short Term Visitor,9,15
68,Home Worker,42,45
68,Inbound Commuter,3,3
68,Long Term Visitor,10,16
68,Outbound Commuter,5,4
68,Resident Worker,39,42
68,Short Term Visitor,9,7
69,Home Worker,14,14
69,Inbound Commuter,1,1
69,Long Term Visitor,6,4
69,Outbound Commuter,2,1
69,Resident Worker,21,23
70,Home Worker,31,37
70,Inbound Commuter,3,2
70,Long Term Visitor,13,8
70,Outbound Commuter,4,4
70,Resident Worker,40,32
70,Short Term Visitor,11,3
71,Home Worker,19,19
71,Inbound Commuter,10,8
71,Long Term Visitor,17,10
71,Resident Worker,55,50
71,Short Term Visitor,9,12
72,Home Worker,25,22
72,Inbound Commuter,3,2
72,Long Term Visitor,3,5
72,Resident Worker,42,36
73,Home Worker,39,39
73,Inbound Commuter,5,4
73,Long Term Visitor,3,3
73,Outbound Commuter,3,3
73,Resident Worker,64,62
74,Home Worker,18,23
74,Outbound Commuter,1,1
74,Resident Worker,31,29
75,Home Worker,48,46
75,Inbound Commuter,4,2
75,Long Term Visitor,4,6
75,Outbound Commuter,3,3
75,Resident Worker,73,74
75,Short Term Visitor,2,1
76,Home Worker,12,16
76,Inbound Commuter,11,11
76,Long Term Visitor,5,3
76,Resident Worker,38,35
77,Home Worker,31,32
77,Inbound Commuter,2,2
77,Long Term Visitor,21,14
77,Resident Worker,39,35
77,Short Term Visitor,6,8
78,Home Worker,20,18
78,Inbound Commuter,1,1
78,Long Term Visitor,1,4
78,Resident Worker,42,44
78,Short Term Visitor,2,2
79,Home Worker,4,3
79,Inbound Commuter,3,3
79,Resident Worker,9,12
79,Short Term Visitor,1,2
80,Home Worker,10,6
80,Inbound Commuter,3,4
80,Long Term Visitor,6,2
80,Outbound Commuter,2,2
80,Resident Worker,26,20
80,Short Term Visitor,8,7
81,Home Worker,25,28
81,Inbound Commuter,2,1
81,Long Term Visitor,6,6
81,Resident Worker,64,61
81,Short Term Visitor,2,3
82,Home Worker,36,35
82,Inbound Commuter,1,1
82,Long Term Visitor,19,19
82,Outbound Commuter,3,5
82,Resident Worker,71,63
82,Short Term Visitor,7,4
84,Home Worker,19,24
84,Long Term Visitor,5,6
84,Resident Worker,35,36
84,Short Term Visitor,4,3
85,Home Worker,12,12
85,Inbound Commuter,2,1
85,Long Term Visitor,4,7
85,Resident Worker,16,18
85,Short Term Visitor,1,2
86,Home Worker,77,70
86,Inbound Commuter,3,3
86,Long Term Visitor,19,10
86,Outbound Commuter,4,3
86,Resident Worker,112,106
86,Short Term Visitor,4,4
87,Home Worker,46,46
87,Inbound Commuter,2,2
87,Long Term Visitor,12,12
87,Resident Worker,68,72
87,Short Term Visitor,5,5
88,Home Worker,67,69
88,Inbound Commuter,4,7
88,Long Term Visitor,15,17
88,Outbound Commuter,4,6
88,Resident Worker,107,109
89,Home Worker,54,54
89,Inbound Commuter,3,4
89,Long Term Visitor,31,29
89,Outbound Commuter,4,3
89,Resident Worker,108,99
89,Short Term Visitor,18,10
90,Home Worker,32,31
90,Inbound Commuter,5,4
90,Long Term Visitor,41,11
90,Outbound Commuter,1,1
90,Resident Worker,48,44
90,Short Term Visitor,10,13
91,Home Worker,27,23
91,Inbound Commuter,3,1
91,Long Term Visitor,2,3
91,Resident Worker,40,41
91,Short Term Visitor,1,1
92,Home Worker,11,13
92,Inbound Commuter,1,1
92,Long Term Visitor,5,4
92,Outbound Commuter,2,3
92,Resident Worker,32,34
92,Short Term Visitor,3,3
93,Home Worker,40,34
93,Inbound Commuter,4,3
93,Long Term Visitor,7,7
93,Outbound Commuter,2,1
93,Resident Worker,60,55
93,Short Term Visitor,1,2
94,Home Worker,10,9
94,Long Term Visitor,3,5
94,Resident Worker,19,16
95,Home Worker,23,27
95,Inbound Commuter,3,4
95,Long Term Visitor,4,6
95,Outbound Commuter,2,1
95,Resident Worker,52,52
95,Short Term Visitor,4,3
96,Home Worker,29,31
96,Long Term Visitor,7,7
96,Outbound Commuter,3,4
96,Resident Worker,47,46
97,Home Worker,12,9
97,Long Term Visitor,4,4
97,Resident Worker,33,27
97,Short Term Visitor,1,2
98,Home Worker,7,4
98,Resident Worker,11,12
98,Short Term Visitor,1,1
99,Home Worker,32,29
99,Long Term Visitor,3,2
99,Resident Worker,69,65
99,Short Term Visitor,3,3
100,Home Worker,40,42
100,Inbound Commuter,3,3
100,Long Term Visitor,11,8
100,Outbound Commuter,1,1
100,Resident Worker,65,59
100,Short Term Visitor,1,2
101,Home Worker,16,15
101,Inbound Commuter,1,1
101,Long Term Visitor,2,3
101,Resident Worker,17,16
102,Home Worker,21,21
102,Inbound Commuter,6,6
102,Long Term Visitor,8,11
102,Outbound Commuter,4,5
102,Resident Worker,37,31
102,Short Term Visitor,5,3
103,Home Worker,16,19
103,Inbound Commuter,10,9
103,Long Term Visitor,19,18
103,Outbound Commuter,2,2
103,Resident Worker,45,48
103,Short Term Visitor,9,8
104,Home Worker,2,3
104,Long Term Visitor,1,2
104,Resident Worker,7,9
105,Home Worker,27,25
105,Inbound Commuter,9,9
105,Long Term Visitor,6,6
105,Outbound Commuter,4,2
105,Resident Worker,91,78
105,Short Term Visitor,4,5
106,Home Worker,27,27
106,Inbound Commuter,5,3
106,Long Term Visitor,5,5
106,Outbound Commuter,3,1
106,Resident Worker,63,56
106,Short Term Visitor,11,9
107,Home Worker,3,3
107,Long Term Visitor,1,1
107,Outbound Commuter,1,1
107,Resident Worker,15,17
107,Short Term Visitor,2,2
108,Home Worker,55,60
108,Inbound Commuter,11,9
108,Long Term Visitor,9,11
108,Outbound Commuter,5,3
108,Resident Worker,121,117
108,Short Term Visitor,5,4
109,Home Worker,42,39
109,Inbound Commuter,2,2
109,Long Term Visitor,4,5
109,Outbound Commuter,3,4
109,Resident Worker,51,59
109,Short Term Visitor,2,3
110,Home Worker,30,30
110,Inbound Commuter,3,2
110,Long Term Visitor,5,5
110,Outbound Commuter,4,3
110,Resident Worker,47,48
110,Short Term Visitor,3,3
111,Home Worker,29,34
111,Long Term Visitor,2,2
111,Outbound Commuter,5,5
111,Resident Worker,54,62
111,Short Term Visitor,3,2
112,Home Worker,91,87
112,Inbound Commuter,2,1
112,Long Term Visitor,21,13
112,Outbound Commuter,4,5
112,Resident Worker,150,141
112,Short Term Visitor,6,7
113,Resident Worker,2,1
114,Home Worker,16,18
114,Long Term Visitor,23,15
114,Resident Worker,22,27
115,Home Worker,23,29
115,Long Term Visitor,10,12
115,Outbound Commuter,5,4
115,Resident Worker,55,47
115,Short Term Visitor,3,3
116,Home Worker,12,13
116,Inbound Commuter,1,1
116,Long Term Visitor,2,2
116,Outbound Commuter,1,2
116,Resident Worker,22,22
117,Home Worker,56,52
117,Inbound Commuter,1,1
117,Long Term Visitor,14,13
117,Outbound Commuter,5,4
117,Resident Worker,90,99
117,Short Term Visitor,3,4
118,Home Worker,42,45
118,Inbound Commuter,2,2
118,Long Term Visitor,13,17
118,Outbound Commuter,6,6
118,Resident Worker,54,57
118,Short Term Visitor,3,3
119,Home Worker,42,43
119,Inbound Commuter,1,2
119,Long Term Visitor,3,7
119,Outbound Commuter,1,2
119,Resident Worker,41,38
119,Short Term Visitor,2,3
120,Home Worker,62,62
120,Inbound Commuter,2,4
120,Long Term Visitor,7,5
120,Outbound Commuter,1,2
120,Resident Worker,90,90
120,Short Term Visitor,2,2
121,Home Worker,16,15
121,Long Term Visitor,2,4
121,Resident Worker,14,15
122,Home Worker,29,23
122,Long Term Visitor,2,2
122,Outbound Commuter,2,2
122,Resident Worker,63,70
122,Short Term Visitor,1,2
123,Home Worker,25,25
123,Inbound Commuter,1,1
123,Long Term Visitor,8,8
123,Outbound Commuter,6,6
123,Resident Worker,19,24
123,Short Term Visitor,1,1
124,Home Worker,63,62
124,Inbound Commuter,8,8
124,Long Term Visitor,56,45
124,Outbound Commuter,5,4
124,Resident Worker,137,136
124,Short Term Visitor,16,16
125,Home Worker,64,65
125,Inbound Commuter,3,3
125,Long Term Visitor,29,41
125,Outbound Commuter,5,3
125,Resident Worker,101,109
125,Short Term Visitor,15,13
126,Home Worker,78,86
126,Inbound Commuter,6,8
126,Long Term Visitor,18,19
126,Outbound Commuter,3,5
126,Resident Worker,109,123
126,Short Term Visitor,9,11
127,Home Worker,33,31
127,Inbound Commuter,6,5
127,Long Term Visitor,22,10
127,Outbound Commuter,1,3
127,Resident Worker,74,62
127,Short Term Visitor,4,6
128,Home Worker,28,25
128,Inbound Commuter,4,5
128,Long Term Visitor,7,12
128,Outbound Commuter,2,2
128,Resident Worker,62,71
128,Short Term Visitor,8,7
129,Home Worker,7,14
129,Long Term Visitor,5,6
129,Resident Worker,23,21
129,Short Term Visitor,3,4
130,Home Worker,33,34
130,Inbound Commuter,2,2
130,Long Term Visitor,5,4
130,Outbound Commuter,1,1
130,Resident Worker,43,50
131,Home Worker,15,13
131,Inbound Commuter,1,1
131,Long Term Visitor,3,1
131,Outbound Commuter,1,2
131,Resident Worker,20,13
131,Short Term Visitor,1,1
132,Home Worker,10,10
132,Inbound Commuter,1,1
132,Outbound Commuter,2,1
132,Resident Worker,22,24
133,Home Worker,40,41
133,Inbound Commuter,2,2
133,Long Term Visitor,9,12
133,Outbound Commuter,2,2
133,Resident Worker,37,33
134,Home Worker,2,2
134,Inbound Commuter,1,1
134,Resident Worker,9,7
135,Home Worker,26,24
135,Outbound Commuter,1,2
135,Resident Worker,24,26
135,Short Term Visitor,1,2
136,Home Worker,81,87
136,Inbound Commuter,4,1
136,Long Term Visitor,14,12
136,Outbound Commuter,1,2
136,Resident Worker,123,124
137,Home Worker,60,58
137,Inbound Commuter,2,2
137,Long Term Visitor,3,5
137,Outbound Commuter,3,2
137,Resident Worker,69,73
137,Short Term Visitor,5,2
138,Home Worker,8,5
138,Long Term Visitor,1,1
138,Outbound Commuter,1,1
138,Resident Worker,4,3
139,Home Worker,26,23
139,Inbound Commuter,1,2
139,Long Term Visitor,3,2
139,Resident Worker,34,39
140,Home Worker,25,30
140,Long Term Visitor,7,3
140,Outbound Commuter,3,3
140,Resident Worker,41,35
141,Home Worker,47,44
141,Long Term Visitor,13,8
141,Outbound Commuter,4,1
141,Resident Worker,84,85
141,Short Term Visitor,2,1
142,Home Worker,27,26
142,Long Term Visitor,8,4
142,Outbound Commuter,2,5
142,Resident Worker,54,52
143,Home Worker,68,73
143,Inbound Commuter,2,1
143,Long Term Visitor,14,15
143,Outbound Commuter,4,2
143,Resident Worker,148,145
143,Short Term Visitor,5,6
144,Home Worker,45,44
144,Inbound Commuter,2,2
144,Long Term Visitor,14,14
144,Outbound Commuter,3,2
144,Resident Worker,66,70
144,Short Term Visitor,1,2
145,Home Worker,54,53
145,Long Term Visitor,8,9
145,Outbound Commuter,9,12
145,Resident Worker,75,75
145,Short Term Visitor,1,1
146,Home Worker,14,15
146,Long Term Visitor,5,5
146,Resident Worker,28,26
147,Home Worker,36,38
147,Inbound Commuter,5,4
147,Long Term Visitor,11,9
147,Outbound Commuter,1,2
147,Resident Worker,63,66
147,Short Term Visitor,3,4
148,Home Worker,68,68
148,Inbound Commuter,5,4
148,Long Term Visitor,14,13
148,Outbound Commuter,3,5
148,Resident Worker,120,134
148,Short Term Visitor,7,8
149,Home Worker,24,24
149,Inbound Commuter,5,6
149,Long Term Visitor,6,6
149,Outbound Commuter,2,2
149,Resident Worker,34,35
149,Short Term Visitor,1,2
150,Home Worker,40,40
150,Inbound Commuter,5,6
150,Long Term Visitor,39,39
150,Outbound Commuter,1,1
150,Resident Worker,61,61
150,Short Term Visitor,3,5
151,Home Worker,19,25
151,Long Term Visitor,5,2
151,Resident Worker,9,8
151,Short Term Visitor,2,2
152,Home Worker,6,6
152,Resident Worker,9,4
153,Home Worker,15,16
153,Long Term Visitor,1,2
153,Outbound Commuter,2,2
153,Resident Worker,13,16
154,Home Worker,79,86
154,Inbound Commuter,9,8
154,Long Term Visitor,13,17
154,Outbound Commuter,5,6
154,Resident Worker,124,123
154,Short Term Visitor,3,3
155,Home Worker,19,21
155,Inbound Commuter,2,1
155,Long Term Visitor,4,3
155,Resident Worker,33,31
155,Short Term Visitor,1,1
156,Home Worker,20,17
156,Inbound Commuter,2,1
156,Long Term Visitor,10,4
156,Outbound Commuter,1,1
156,Resident Worker,25,28
156,Short Term Visitor,1,1
157,Home Worker,10,10
157,Long Term Visitor,8,5
157,Outbound Commuter,2,1
157,Resident Worker,16,12
158,Home Worker,16,15
158,Inbound Commuter,2,3
158,Long Term Visitor,19,14
158,Outbound Commuter,3,3
158,Resident Worker,36,35
158,Short Term Visitor,6,5
159,Home Worker,33,30
159,Inbound Commuter,2,2
159,Long Term Visitor,9,11
159,Outbound Commuter,3,2
159,Resident Worker,42,39
159,Short Term Visitor,4,5
160,Home Worker,3,2
160,Resident Worker,4,3
161,Home Worker,9,10
161,Inbound Commuter,1,1
161,Long Term Visitor,3,3
161,Resident Worker,25,31
161,Short Term Visitor,1,2
162,Home Worker,18,17
162,Inbound Commuter,1,1
162,Long Term Visitor,5,7
162,Outbound Commuter,2,2
162,Resident Worker,43,34
162,Short Term Visitor,1,1
163,Home Worker,16,15
163,Long Term Visitor,6,10
163,Outbound Commuter,1,1
163,Resident Worker,29,26
163,Short Term Visitor,3,3
164,Home Worker,14,12
164,Long Term Visitor,3,1
164,Resident Worker,21,20
164,Short Term Visitor,2,3
165,Home Worker,22,20
165,Long Term Visitor,8,7
165,Outbound Commuter,2,1
165,Resident Worker,33,36
166,Home Worker,2,5
166,Long Term Visitor,6,5
166,Outbound Commuter,2,3
166,Resident Worker,17,14
167,Home Worker,36,35
167,Inbound Commuter,5,4
167,Long Term Visitor,4,6
167,Resident Worker,63,64
167,Short Term Visitor,3,3
168,Home Worker,6,7
168,Inbound Commuter,1,1
168,Long Term Visitor,2,1
168,Resident Worker,18,19
168,Short Term Visitor,1,1
169,Home Worker,25,26
169,Inbound Commuter,5,5
169,Long Term Visitor,6,7
169,Outbound Commuter,3,1
169,Resident Worker,37,43
169,Short Term Visitor,2,2
170,Home Worker,9,10
170,Inbound Commuter,1,1
170,Long Term Visitor,5,3
170,Outbound Commuter,2,1
170,Resident Worker,26,28
170,Short Term Visitor,2,1
171,Home Worker,7,9
171,Inbound Commuter,2,3
171,Long Term Visitor,1,5
171,Outbound Commuter,3,3
171,Resident Worker,22,26
171,Short Term Visitor,2,2
172,Home Worker,33,34
172,Inbound Commuter,4,4
172,Long Term Visitor,14,12
172,Outbound Commuter,4,3
172,Resident Worker,47,50
173,Home Worker,6,6
173,Inbound Commuter,1,1
173,Outbound Commuter,1,1
173,Resident Worker,19,14
174,Home Worker,6,5
174,Resident Worker,4,5
175,Home Worker,5,7
175,Resident Worker,6,5
176,Home Worker,19,20
176,Inbound Commuter,2,2
176,Long Term Visitor,2,3
176,Resident Worker,18,24
177,Home Worker,45,49
177,Inbound Commuter,2,1
177,Long Term Visitor,17,9
177,Outbound Commuter,1,2
177,Resident Worker,87,79
177,Short Term Visitor,12,7
178,Home Worker,47,40
178,Inbound Commuter,4,2
178,Long Term Visitor,4,4
178,Resident Worker,54,60
178,Short Term Visitor,2,2
179,Home Worker,4,6
179,Outbound Commuter,1,2
179,Resident Worker,11,9
180,Home Worker,13,15
180,Long Term Visitor,3,3
180,Resident Worker,37,29
181,Home Worker,27,25
181,Long Term Visitor,4,3
181,Resident Worker,38,37
182,Home Worker,16,19
182,Long Term Visitor,2,2
182,Outbound Commuter,2,2
182,Resident Worker,25,30
183,Home Worker,13,13
183,Long Term Visitor,2,1
183,Resident Worker,39,36
183,Short Term Visitor,3,3
184,Home Worker,12,8
184,Long Term Visitor,4,6
184,Resident Worker,30,30
185,Home Worker,45,41
185,Long Term Visitor,4,3
185,Outbound Commuter,3,3
185,Resident Worker,67,67
185,Short Term Visitor,1,1
186,Home Worker,43,47
186,Long Term Visitor,3,7
186,Outbound Commuter,1,1
186,Resident Worker,40,44
187,Home Worker,70,81
187,Inbound Commuter,2,2
187,Long Term Visitor,18,14
187,Outbound Commuter,5,6
187,Resident Worker,133,131
187,Short Term Visitor,2,3
188,Home Worker,51,50
188,Inbound Commuter,1,1
188,Long Term Visitor,10,5
188,Outbound Commuter,6,7
188,Resident Worker,124,113
188,Short Term Visitor,2,2
189,Home Worker,75,68
189,Inbound Commuter,1,3
189,Long Term Visitor,8,10
189,Outbound Commuter,2,3
189,Resident Worker,91,109
189,Short Term Visitor,3,2
190,Home Worker,28,31
190,Long Term Visitor,2,3
190,Outbound Commuter,1,1
190,Resident Worker,29,33
191,Home Worker,22,22
191,Long Term Visitor,9,1
191,Outbound Commuter,2,1
191,Resident Worker,23,21
191,Short Term Visitor,5,1
192,Home Worker,111,112
192,Inbound Commuter,5,4
192,Long Term Visitor,14,21
192,Outbound Commuter,5,6
192,Resident Worker,207,211
192,Short Term Visitor,2,4
193,Home Worker,78,78
193,Inbound Commuter,1,2
193,Long Term Visitor,8,8
193,Outbound Commuter,1,2
193,Resident Worker,92,92
193,Short Term Visitor,3,5
194,Home Worker,5,4
194,Long Term Visitor,4,1
194,Resident Worker,11,15
195,Home Worker,62,53
195,Long Term Visitor,7,4
195,Outbound Commuter,3,4
195,Resident Worker,71,75
195,Short Term Visitor,2,4
196,Home Worker,2,2
196,Long Term Visitor,2,3
196,Resident Worker,5,3
197,Home Worker,102,107
197,Inbound Commuter,3,3
197,Long Term Visitor,18,24
197,Outbound Commuter,1,3
197,Resident Worker,152,141
197,Short Term Visitor,3,2
198,Home Worker,59,65
198,Inbound Commuter,1,3
198,Long Term Visitor,8,9
198,Outbound Commuter,3,2
198,Resident Worker,93,82
198,Short Term Visitor,2,1
199,Home Worker,53,52
199,Inbound Commuter,2,2
199,Long Term Visitor,4,6
199,Outbound Commuter,6,2
199,Resident Worker,105,105
199,Short Term Visitor,1,1
200,Home Worker,22,17
200,Long Term Visitor,5,2
200,Resident Worker,22,22
201,Home Worker,37,35
201,Long Term Visitor,6,10
201,Resident Worker,53,48
201,Short Term Visitor,3,1
202,Home Worker,19,20
202,Long Term Visitor,6,5
202,Resident Worker,26,22
202,Short Term Visitor,3,2
203,Home Worker,73,76
