Zone,Subscriber_Class,Outbound,Inbound
61,Short Term Visitor,4,4
62,Home Worker,23,23
62,Inbound Commuter,2,3
62,Long Term Visitor,2,3
62,Resident Worker,10,17
62,Short Term Visitor,4,2
63,Home Worker,40,34
63,Inbound Commuter,15,10
63,Long Term Visitor,23,21
63,Outbound Commuter,3,5
63,Resident Worker,95,92
63,Short Term Visitor,7,7
64,Home Worker,102,108
64,Inbound Commuter,21,16
64,Long Term Visitor,32,38
64,Outbound Commuter,9,12
64,Resident Worker,143,151
64,Short Term Visitor,21,19
65,Home Worker,35,33
65,Inbound Commuter,2,2
65,Long Term Visitor,3,2
65,Outbound Commuter,2,1
65,Resident Worker,72,59
65,Short Term Visitor,2,2
66,Home Worker,8,8
66,Resident Worker,21,9
66,Short Term Visitor,3,1
67,Home Worker,35,34
67,Inbound Commuter,16,12
67,Long Term Visitor,11,5
67,Outbound Commuter,8,8
67,Resident Worker,96,85
67,Short Term Visitor,7,7
68,Home Worker,33,33
68,Inbound Commuter,10,7
68,Long Term Visitor,2,2
68,Outbound Commuter,2,2
68,Resident Worker,42,44
68,Short Term Visitor,5,5
69,Home Worker,15,13
69,Inbound Commuter,1,1
69,Long Term Visitor,4,4
69,Outbound Commuter,1,1
69,Resident Worker,39,47
70,Home Worker,44,41
70,Inbound Commuter,1,1
70,Long Term Visitor,8,7
70,Resident Worker,59,55
70,Short Term Visitor,5,4
71,Home Worker,28,26
71,Inbound Commuter,10,7
71,Long Term Visitor,9,6
71,Outbound Commuter,5,5
71,Resident Worker,71,63
71,Short Term Visitor,5,5
72,Home Worker,32,23
72,Inbound Commuter,5,4
72,Long Term Visitor,5,5
72,Outbound Commuter,3,4
72,Resident Worker,45,47
72,Short Term Visitor,2,2
73,Home Worker,43,39
73,Long Term Visitor,5,3
73,Outbound Commuter,3,3
73,Resident Worker,76,78
73,Short Term Visitor,2,2
74,Home Worker,19,21
74,Long Term Visitor,2,1
74,Resident Worker,33,35
74,Short Term Visitor,3,3
75,Home Worker,51,48
75,Inbound Commuter,4,3
75,Long Term Visitor,4,4
75,Outbound Commuter,5,5
75,Resident Worker,89,90
75,Short Term Visitor,4,5
76,Home Worker,21,18
76,Inbound Commuter,5,6
76,Long Term Visitor,3,3
76,Outbound Commuter,1,1
76,Resident Worker,32,38
76,Short Term Visitor,7,5
77,Home Worker,39,41
77,Inbound Commuter,1,2
77,Long Term Visitor,18,18
77,Outbound Commuter,1,1
77,Resident Worker,47,53
77,Short Term Visitor,2,8
78,Home Worker,29,27
78,Inbound Commuter,2,4
78,Long Term Visitor,5,6
78,Resident Worker,53,61
78,Short Term Visitor,1,2
79,Home Worker,10,9
79,Inbound Commuter,4,5
79,Resident Worker,17,17
79,Short Term Visitor,1,2
80,Home Worker,6,6
80,Inbound Commuter,5,4
80,Long Term Visitor,3,4
80,Resident Worker,25,28
81,Home Worker,34,35
81,Inbound Commuter,2,2
81,Long Term Visitor,1,3
81,Resident Worker,47,48
81,Short Term Visitor,5,5
82,Home Worker,36,34
82,Inbound Commuter,3,3
82,Long Term Visitor,3,8
82,Outbound Commuter,6,4
82,Resident Worker,85,85
82,Short Term Visitor,5,3
84,Home Worker,30,32
84,Inbound Commuter,2,2
84,Long Term Visitor,1,2
84,Resident Worker,51,51
85,Home Worker,15,15
85,Inbound Commuter,1,1
85,Long Term Visitor,1,2
85,Resident Worker,31,37
85,Short Term Visitor,2,2
86,Home Worker,90,96
86,Long Term Visitor,18,22
86,Outbound Commuter,5,7
86,Resident Worker,155,154
86,Short Term Visitor,5,3
87,Home Worker,71,65
87,Inbound Commuter,4,4
87,Long Term Visitor,10,11
87,Outbound Commuter,6,4
87,Resident Worker,103,96
87,Short Term Visitor,5,3
88,Home Worker,83,77
88,Inbound Commuter,4,7
88,Long Term Visitor,5,6
88,Outbound Commuter,5,6
88,Resident Worker,116,121
88,Short Term Visitor,4,5
89,Home Worker,64,68
89,Inbound Commuter,12,10
89,Long Term Visitor,29,17
89,Outbound Commuter,2,3
89,Resident Worker,113,117
89,Short Term Visitor,9,10
90,Home Worker,41,39
90,Inbound Commuter,5,7
90,Long Term Visitor,9,6
90,Outbound Commuter,2,3
90,Resident Worker,36,35
90,Short Term Visitor,7,8
91,Home Worker,29,29
91,Inbound Commuter,3,3
91,Long Term Visitor,4,4
91,Outbound Commuter,1,1
91,Resident Worker,63,60
91,Short Term Visitor,2,4
92,Home Worker,14,15
92,Inbound Commuter,2,2
92,Long Term Visitor,6,5
92,Resident Worker,42,40
92,Short Term Visitor,1,2
93,Home Worker,34,36
93,Inbound Commuter,5,5
93,Long Term Visitor,3,6
93,Outbound Commuter,1,3
93,Resident Worker,67,71
93,Short Term Visitor,7,6
94,Home Worker,9,10
94,Inbound Commuter,1,1
94,Resident Worker,22,19
94,Short Term Visitor,1,1
95,Home Worker,35,35
95,Inbound Commuter,4,3
95,Outbound Commuter,4,3
95,Resident Worker,68,68
96,Home Worker,26,29
96,Inbound Commuter,4,2
96,Outbound Commuter,3,4
96,Resident Worker,46,48
96,Short Term Visitor,3,4
97,Home Worker,26,26
97,Long Term Visitor,5,7
97,Resident Worker,37,40
97,Short Term Visitor,1,1
98,Home Worker,6,6
98,Resident Worker,11,5
99,Home Worker,34,30
99,Long Term Visitor,6,6
99,Resident Worker,91,79
99,Short Term Visitor,2,2
100,Home Worker,42,44
100,Inbound Commuter,3,2
100,Long Term Visitor,10,9
100,Outbound Commuter,2,2
100,Resident Worker,83,92
100,Short Term Visitor,4,5
101,Home Worker,14,14
101,Inbound Commuter,1,1
101,Long Term Visitor,4,2
101,Resident Worker,25,25
101,Short Term Visitor,2,1
102,Home Worker,30,28
102,Inbound Commuter,5,4
102,Long Term Visitor,11,5
102,Outbound Commuter,2,3
102,Resident Worker,75,74
102,Short Term Visitor,6,6
103,Home Worker,26,26
103,Inbound Commuter,9,10
103,Long Term Visitor,10,7
103,Outbound Commuter,1,1
103,Resident Worker,43,46
103,Short Term Visitor,3,2
104,Resident Worker,12,7
105,Home Worker,32,35
105,Inbound Commuter,13,12
105,Long Term Visitor,4,4
105,Outbound Commuter,2,1
105,Resident Worker,86,84
105,Short Term Visitor,7,8
106,Home Worker,20,21
106,Inbound Commuter,3,3
106,Long Term Visitor,3,4
106,Outbound Commuter,2,3
106,Resident Worker,50,51
106,Short Term Visitor,9,8
107,Home Worker,3,2
107,Inbound Commuter,5,5
107,Resident Worker,11,15
107,Short Term Visitor,1,1
108,Home Worker,61,58
108,Inbound Commuter,6,8
108,Long Term Visitor,7,7
108,Outbound Commuter,2,4
108,Resident Worker,141,122
108,Short Term Visitor,3,3
109,Home Worker,48,51
109,Inbound Commuter,1,1
109,Long Term Visitor,6,7
109,Outbound Commuter,1,1
109,Resident Worker,50,48
109,Short Term Visitor,1,1
110,Home Worker,39,35
110,Inbound Commuter,1,1
110,Long Term Visitor,4,4
110,Outbound Commuter,1,2
110,Resident Worker,62,61
110,Short Term Visitor,2,2
111,Home Worker,53,56
111,Inbound Commuter,1,1
111,Long Term Visitor,5,5
111,Outbound Commuter,3,4
111,Resident Worker,72,78
111,Short Term Visitor,1,3
112,Home Worker,109,114
112,Inbound Commuter,1,1
112,Long Term Visitor,11,13
112,Outbound Commuter,6,4
112,Resident Worker,145,145
112,Short Term Visitor,4,3
113,Resident Worker,2,1
114,Home Worker,23,22
114,Long Term Visitor,8,4
114,Resident Worker,17,12
114,Short Term Visitor,2,1
115,Home Worker,31,40
115,Inbound Commuter,2,1
115,Long Term Visitor,1,5
115,Outbound Commuter,5,5
115,Resident Worker,57,62
115,Short Term Visitor,1,1
116,Home Worker,12,13
116,Long Term Visitor,1,3
116,Outbound Commuter,2,2
116,Resident Worker,33,41
117,Home Worker,62,56
117,Long Term Visitor,7,11
117,Outbound Commuter,2,1
117,Resident Worker,89,94
117,Short Term Visitor,3,4
118,Home Worker,52,49
118,Inbound Commuter,1,1
118,Long Term Visitor,19,11
118,Outbound Commuter,3,2
118,Resident Worker,67,69
118,Short Term Visitor,9,5
119,Home Worker,35,34
119,Inbound Commuter,5,3
119,Long Term Visitor,7,6
119,Outbound Commuter,1,1
119,Resident Worker,71,71
120,Home Worker,56,57
120,Inbound Commuter,2,2
120,Long Term Visitor,6,4
120,Outbound Commuter,2,3
120,Resident Worker,73,75
120,Short Term Visitor,4,5
121,Home Worker,13,13
121,Long Term Visitor,3,3
121,Resident Worker,18,15
122,Home Worker,33,36
122,Inbound Commuter,2,2
122,Long Term Visitor,5,3
122,Outbound Commuter,3,4
122,Resident Worker,65,56
122,Short Term Visitor,3,1
123,Home Worker,31,27
123,Inbound Commuter,2,2
123,Long Term Visitor,5,6
123,Outbound Commuter,3,3
123,Resident Worker,56,58
123,Short Term Visitor,3,3
124,Home Worker,72,69
124,Inbound Commuter,8,12
124,Long Term Visitor,48,54
124,Outbound Commuter,4,3
124,Resident Worker,154,152
124,Short Term Visitor,8,11
125,Home Worker,35,45
125,Inbound Commuter,4,3
125,Long Term Visitor,38,36
125,Outbound Commuter,2,1
125,Resident Worker,70,93
125,Short Term Visitor,15,11
126,Home Worker,91,93
126,Inbound Commuter,11,10
126,Long Term Visitor,24,20
126,Outbound Commuter,6,4
126,Resident Worker,127,123
126,Short Term Visitor,11,10
127,Home Worker,47,45
127,Inbound Commuter,5,4
127,Long Term Visitor,7,2
127,Outbound Commuter,1,2
127,Resident Worker,74,60
127,Short Term Visitor,4,4
128,Home Worker,38,41
128,Inbound Commuter,4,4
128,Long Term Visitor,13,14
128,Resident Worker,68,64
128,Short Term Visitor,9,11
129,Home Worker,25,22
129,Long Term Visitor,3,2
129,Resident Worker,31,36
129,Short Term Visitor,1,2
130,Home Worker,30,31
130,Inbound Commuter,2,1
130,Long Term Visitor,10,12
130,Outbound Commuter,2,2
130,Resident Worker,65,55
130,Short Term Visitor,7,7
131,Home Worker,21,24
131,Inbound Commuter,5,4
131,Long Term Visitor,1,1
131,Outbound Commuter,2,2
131,Resident Worker,22,26
132,Home Worker,10,8
132,Outbound Commuter,1,3
132,Resident Worker,11,16
133,Home Worker,38,34
133,Inbound Commuter,4,3
133,Long Term Visitor,5,5
133,Outbound Commuter,4,4
133,Resident Worker,66,52
133,Short Term Visitor,2,3
134,Home Worker,6,5
134,Resident Worker,7,9
135,Home Worker,12,10
135,Long Term Visitor,2,1
135,Resident Worker,16,19
135,Short Term Visitor,1,3
136,Home Worker,85,78
136,Inbound Commuter,4,4
136,Long Term Visitor,9,7
136,Outbound Commuter,1,6
136,Resident Worker,122,118
136,Short Term Visitor,6,5
137,Home Worker,46,54
137,Inbound Commuter,3,3
137,Outbound Commuter,2,3
137,Resident Worker,73,74
138,Home Worker,4,1
138,Resident Worker,5,3
138,Short Term Visitor,2,2
139,Home Worker,20,22
139,Inbound Commuter,2,2
139,Long Term Visitor,1,2
139,Resident Worker,25,33
140,Home Worker,32,29
140,Inbound Commuter,1,1
140,Long Term Visitor,13,8
140,Resident Worker,44,49
141,Home Worker,69,65
141,Inbound Commuter,1,1
141,Long Term Visitor,11,9
141,Outbound Commuter,3,5
141,Resident Worker,73,87
142,Home Worker,36,31
142,Long Term Visitor,7,8
142,Outbound Commuter,2,1
142,Resident Worker,69,67
143,Home Worker,75,76
143,Long Term Visitor,15,14
143,Outbound Commuter,7,5
143,Resident Worker,144,153
143,Short Term Visitor,4,3
144,Home Worker,51,47
144,Long Term Visitor,15,12
144,Outbound Commuter,7,6
144,Resident Worker,66,71
144,Short Term Visitor,5,7
145,Home Worker,58,52
145,Inbound Commuter,2,2
145,Long Term Visitor,9,7
145,Outbound Commuter,4,5
145,Resident Worker,86,92
145,Short Term Visitor,4,3
146,Home Worker,19,17
146,Long Term Visitor,1,2
146,Outbound Commuter,4,4
146,Resident Worker,30,30
147,Home Worker,48,48
147,Inbound Commuter,4,3
147,Long Term Visitor,15,16
147,Outbound Commuter,2,2
147,Resident Worker,68,72
147,Short Term Visitor,9,9
148,Home Worker,61,65
148,Inbound Commuter,8,7
148,Long Term Visitor,8,14
148,Outbound Commuter,3,3
148,Resident Worker,109,120
148,Short Term Visitor,9,12
149,Home Worker,29,29
149,Inbound Commuter,2,1
149,Long Term Visitor,6,5
149,Outbound Commuter,1,3
149,Resident Worker,36,39
149,Short Term Visitor,5,4
150,Home Worker,50,48
150,Inbound Commuter,6,4
150,Long Term Visitor,12,13
150,Resident Worker,66,68
150,Short Term Visitor,3,7
151,Home Worker,14,15
151,Inbound Commuter,3,1
151,Long Term Visitor,1,3
151,Outbound Commuter,2,3
151,Resident Worker,16,16
152,Home Worker,12,10
152,Resident Worker,7,11
153,Home Worker,15,17
153,Long Term Visitor,1,1
153,Resident Worker,17,24
154,Home Worker,65,68
154,Inbound Commuter,3,4
154,Long Term Visitor,9,8
154,Outbound Commuter,8,7
154,Resident Worker,118,124
154,Short Term Visitor,4,5
155,Home Worker,29,31
155,Inbound Commuter,2,3
155,Long Term Visitor,3,4
155,Resident Worker,14,15
155,Short Term Visitor,1,2
156,Home Worker,12,17
156,Long Term Visitor,3,11
156,Outbound Commuter,1,1
156,Resident Worker,28,34
156,Short Term Visitor,5,5
157,Home Worker,22,22
157,Long Term Visitor,6,6
157,Resident Worker,20,26
158,Home Worker,13,13
158,Long Term Visitor,7,8
158,Outbound Commuter,4,6
158,Resident Worker,29,30
158,Short Term Visitor,3,3
159,Home Worker,21,22
159,Inbound Commuter,1,1
159,Long Term Visitor,2,4
159,Resident Worker,51,52
159,Short Term Visitor,6,4
160,Home Worker,2,2
160,Inbound Commuter,1,1
160,Long Term Visitor,2,3
160,Resident Worker,6,7
161,Home Worker,11,11
161,Inbound Commuter,1,1
161,Long Term Visitor,2,2
161,Outbound Commuter,1,1
161,Resident Worker,17,22
161,Short Term Visitor,1,1
162,Home Worker,28,29
162,Inbound Commuter,2,2
162,Long Term Visitor,4,5
162,Outbound Commuter,4,4
162,Resident Worker,42,35
162,Short Term Visitor,2,2
163,Home Worker,17,14
163,Long Term Visitor,3,4
163,Outbound Commuter,2,1
163,Resident Worker,28,30
164,Home Worker,11,10
164,Inbound Commuter,1,1
164,Long Term Visitor,2,2
164,Outbound Commuter,2,1
164,Resident Worker,14,18
164,Short Term Visitor,2,2
165,Home Worker,15,13
165,Inbound Commuter,1,1
165,Long Term Visitor,5,7
165,Outbound Commuter,1,1
165,Resident Worker,38,34
166,Home Worker,16,17
166,Outbound Commuter,2,2
166,Resident Worker,20,26
166,Short Term Visitor,1,2
167,Home Worker,43,43
167,Inbound Commuter,9,10
167,Long Term Visitor,7,5
167,Outbound Commuter,4,4
167,Resident Worker,70,67
167,Short Term Visitor,5,5
168,Home Worker,10,7
168,Inbound Commuter,1,1
168,Long Term Visitor,1,2
168,Resident Worker,26,28
169,Home Worker,18,17
169,Inbound Commuter,6,6
169,Long Term Visitor,4,2
169,Outbound Commuter,4,4
169,Resident Worker,58,60
169,Short Term Visitor,3,1
170,Home Worker,14,15
170,Inbound Commuter,1,2
170,Long Term Visitor,4,2
170,Resident Worker,21,17
170,Short Term Visitor,2,2
171,Home Worker,20,21
171,Long Term Visitor,10,8
171,Outbound Commuter,2,2
171,Resident Worker,34,32
171,Short Term Visitor,3,3
172,Home Worker,37,38
172,Inbound Commuter,3,3
172,Long Term Visitor,4,6
172,Outbound Commuter,1,1
172,Resident Worker,49,48
172,Short Term Visitor,1,4
173,Home Worker,18,15
173,Long Term Visitor,1,1
173,Resident Worker,10,14
173,Short Term Visitor,3,3
174,Home Worker,1,2
174,Inbound Commuter,1,1
174,Resident Worker,7,8
175,Home Worker,4,3
175,Long Term Visitor,1,1
175,Resident Worker,12,12
176,Home Worker,28,28
176,Inbound Commuter,2,2
176,Long Term Visitor,7,3
176,Resident Worker,30,39
176,Short Term Visitor,1,1
177,Home Worker,48,54
177,Inbound Commuter,2,2
177,Long Term Visitor,3,4
177,Outbound Commuter,4,5
177,Resident Worker,113,113
177,Short Term Visitor,1,2
178,Home Worker,43,38
178,Inbound Commuter,3,3
178,Long Term Visitor,6,6
178,Resident Worker,49,53
178,Short Term Visitor,1,2
179,Home Worker,8,10
179,Resident Worker,13,13
180,Home Worker,18,19
180,Long Term Visitor,4,5
180,Resident Worker,31,42
181,Home Worker,12,11
181,Long Term Visitor,7,2
181,Outbound Commuter,1,1
181,Resident Worker,41,48
182,Home Worker,17,11
182,Resident Worker,23,19
183,Home Worker,21,20
183,Inbound Commuter,1,1
183,Long Term Visitor,3,2
183,Resident Worker,31,28
183,Short Term Visitor,1,1
184,Home Worker,13,16
184,Long Term Visitor,1,2
184,Outbound Commuter,3,2
184,Resident Worker,32,31
184,Short Term Visitor,2,2
185,Home Worker,45,45
185,Inbound Commuter,1,1
185,Long Term Visitor,3,3
185,Outbound Commuter,2,3
185,Resident Worker,85,87
185,Short Term Visitor,1,1
186,Home Worker,30,32
186,Long Term Visitor,4,5
186,Outbound Commuter,3,5
186,Resident Worker,42,40
186,Short Term Visitor,2,1
187,Home Worker,93,95
187,Long Term Visitor,23,20
187,Outbound Commuter,6,6
187,Resident Worker,117,120
187,Short Term Visitor,8,6
188,Home Worker,79,76
188,Inbound Commuter,4,4
188,Long Term Visitor,7,5
188,Outbound Commuter,2,1
188,Resident Worker,109,102
188,Short Term Visitor,7,9
189,Home Worker,80,79
189,Inbound Commuter,1,1
189,Long Term Visitor,6,9
189,Resident Worker,114,126
189,Short Term Visitor,2,5
190,Home Worker,21,22
190,Long Term Visitor,2,3
190,Resident Worker,38,38
191,Home Worker,23,27
191,Long Term Visitor,8,3
191,Outbound Commuter,2,2
191,Resident Worker,22,27
192,Home Worker,126,122
192,Inbound Commuter,2,2
192,Long Term Visitor,11,11
192,Outbound Commuter,2,3
192,Resident Worker,195,197
192,Short Term Visitor,4,4
193,Home Worker,78,82
193,Inbound Commuter,4,4
193,Long Term Visitor,14,16
193,Outbound Commuter,3,2
193,Resident Worker,102,109
193,Short Term Visitor,2,1
194,Home Worker,7,7
194,Resident Worker,16,10
195,Home Worker,55,63
195,Long Term Visitor,8,6
195,Resident Worker,91,112
195,Short Term Visitor,4,4
196,Home Worker,3,3
196,Long Term Visitor,1,4
196,Resident Worker,6,3
197,Home Worker,89,84
197,Inbound Commuter,3,3
197,Long Term Visitor,16,11
197,Outbound Commuter,6,6
197,Resident Worker,155,176
197,Short Term Visitor,6,6
198,Home Worker,66,68
198,Long Term Visitor,15,15
198,Outbound Commuter,2,3
198,Resident Worker,107,121
198,Short Term Visitor,5,3
199,Home Worker,79,79
199,Long Term Visitor,13,13
199,Outbound Commuter,2,4
199,Resident Worker,126,125
200,Home Worker,17,21
200,Long Term Visitor,4,4
200,Resident Worker,20,24
200,Short Term Visitor,1,1
201,Home Worker,35,31
201,Long Term Visitor,6,8
201,Outbound Commuter,1,1
201,Resident Worker,41,48
201,Short Term Visitor,2,4
202,Home Worker,23,20
202,Long Term Visitor,6,3
