Zone,Subscriber_Class,Outbound,Inbound
19,Inbound Commuter,9,10
19,Long Term Visitor,3,4
19,Outbound Commuter,4,3
19,Resident Worker,46,43
19,Short Term Visitor,8,8
20,Home Worker,9,9
20,Inbound Commuter,5,5
20,Long Term Visitor,4,4
20,Outbound Commuter,4,4
20,Resident Worker,20,27
20,Short Term Visitor,7,5
21,Home Worker,10,11
21,Inbound Commuter,2,2
21,Long Term Visitor,5,2
21,Resident Worker,18,16
21,Short Term Visitor,5,7
22,Home Worker,9,10
22,Inbound Commuter,5,5
22,Resident Worker,13,10
22,Short Term Visitor,3,4
23,Home Worker,7,6
23,Inbound Commuter,6,6
23,Long Term Visitor,5,6
23,Resident Worker,13,13
23,Short Term Visitor,4,5
24,Home Worker,25,25
24,Inbound Commuter,3,3
24,Long Term Visitor,4,1
24,Outbound Commuter,1,3
24,Resident Worker,25,22
24,Short Term Visitor,2,3
25,Home Worker,41,30
25,Inbound Commuter,5,4
25,Long Term Visitor,31,16
25,Outbound Commuter,7,6
25,Resident Worker,67,60
25,Short Term Visitor,7,7
26,Home Worker,15,17
26,Inbound Commuter,9,8
26,Long Term Visitor,3,5
26,Outbound Commuter,2,2
26,Resident Worker,21,27
26,Short Term Visitor,4,4
27,Home Worker,54,54
27,Inbound Commuter,10,7
27,Long Term Visitor,26,45
27,Outbound Commuter,7,9
27,Resident Worker,86,96
27,Short Term Visitor,10,14
28,Home Worker,2,2
28,Inbound Commuter,2,2
28,Long Term Visitor,3,4
28,Resident Worker,4,3
29,Home Worker,3,2
29,Inbound Commuter,1,1
29,Resident Worker,5,4
30,Home Worker,45,45
30,Inbound Commuter,5,5
30,Long Term Visitor,7,8
30,Outbound Commuter,4,3
30,Resident Worker,83,97
30,Short Term Visitor,6,6
31,Home Worker,31,29
31,Inbound Commuter,4,4
31,Long Term Visitor,11,8
31,Outbound Commuter,4,2
31,Resident Worker,62,59
31,Short Term Visitor,9,13
32,Home Worker,10,10
32,Inbound Commuter,7,6
32,Long Term Visitor,2,2
32,Outbound Commuter,2,2
32,Resident Worker,31,18
32,Short Term Visitor,5,5
33,Home Worker,23,22
33,Inbound Commuter,3,4
33,Long Term Visitor,4,8
33,Outbound Commuter,1,1
33,Resident Worker,53,52
33,Short Term Visitor,4,7
34,Home Worker,11,13
34,Inbound Commuter,5,4
34,Outbound Commuter,2,1
34,Resident Worker,29,24
34,Short Term Visitor,3,3
35,Home Worker,12,15
35,Outbound Commuter,4,4
35,Resident Worker,23,22
35,Short Term Visitor,7,5
36,Home Worker,42,42
36,Inbound Commuter,1,1
36,Long Term Visitor,9,11
36,Outbound Commuter,4,5
36,Resident Worker,48,50
36,Short Term Visitor,6,5
37,Home Worker,65,63
37,Inbound Commuter,7,5
37,Long Term Visitor,16,14
37,Outbound Commuter,5,9
37,Resident Worker,131,125
37,Short Term Visitor,5,5
38,Home Worker,62,72
38,Inbound Commuter,25,20
38,Long Term Visitor,43,53
38,Outbound Commuter,7,6
38,Resident Worker,173,164
38,Short Term Visitor,12,9
39,Home Worker,31,33
39,Inbound Commuter,26,20
39,Long Term Visitor,17,15
39,Outbound Commuter,5,4
39,Resident Worker,92,80
39,Short Term Visitor,14,14
40,Home Worker,33,36
40,Inbound Commuter,6,4
40,Long Term Visitor,13,17
40,Outbound Commuter,4,4
40,Resident Worker,100,108
40,Short Term Visitor,18,18
41,Home Worker,33,37
41,Long Term Visitor,8,4
41,Outbound Commuter,4,5
41,Resident Worker,75,79
42,Home Worker,14,13
42,Long Term Visitor,1,2
42,Resident Worker,44,40
43,Home Worker,16,18
43,Inbound Commuter,2,3
43,Long Term Visitor,6,5
43,Outbound Commuter,6,6
43,Resident Worker,45,38
43,Short Term Visitor,2,1
44,Home Worker,13,13
44,Inbound Commuter,2,3
44,Long Term Visitor,4,3
44,Resident Worker,22,19
45,Home Worker,34,34
45,Inbound Commuter,7,5
45,Long Term Visitor,8,8
45,Outbound Commuter,2,2
45,Resident Worker,45,41
45,Short Term Visitor,9,7
46,Home Worker,6,5
46,Inbound Commuter,2,2
46,Long Term Visitor,5,3
46,Resident Worker,10,10
46,Short Term Visitor,2,2
47,Home Worker,28,29
47,Inbound Commuter,2,1
47,Long Term Visitor,1,4
47,Resident Worker,56,56
47,Short Term Visitor,4,3
48,Home Worker,25,25
48,Inbound Commuter,16,12
48,Long Term Visitor,48,54
48,Outbound Commuter,3,4
48,Resident Worker,45,49
48,Short Term Visitor,15,20
49,Home Worker,65,64
49,Inbound Commuter,29,22
49,Long Term Visitor,27,27
49,Outbound Commuter,6,5
49,Resident Worker,166,157
49,Short Term Visitor,20,18
50,Home Worker,25,30
50,Inbound Commuter,8,6
50,Long Term Visitor,11,10
50,Outbound Commuter,3,3
50,Resident Worker,43,46
50,Short Term Visitor,1,2
51,Home Worker,12,9
51,Long Term Visitor,4,5
51,Resident Worker,8,8
52,Home Worker,5,2
52,Inbound Commuter,3,2
52,Long Term Visitor,2,4
52,Outbound Commuter,3,3
52,Resident Worker,21,22
52,Short Term Visitor,2,2
53,Home Worker,45,42
53,Inbound Commuter,4,5
53,Long Term Visitor,9,6
53,Outbound Commuter,8,10
53,Resident Worker,81,89
53,Short Term Visitor,4,4
54,Home Worker,45,50
54,Inbound Commuter,10,7
54,Long Term Visitor,7,14
54,Outbound Commuter,6,6
54,Resident Worker,72,83
54,Short Term Visitor,5,7
55,Home Worker,17,20
55,Inbound Commuter,5,4
55,Long Term Visitor,11,8
55,Resident Worker,51,55
55,Short Term Visitor,2,2
56,Home Worker,18,16
56,Inbound Commuter,2,2
56,Long Term Visitor,1,1
56,Resident Worker,9,10
57,Home Worker,4,3
57,Inbound Commuter,1,1
57,Outbound Commuter,2,1
57,Resident Worker,6,4
58,Home Worker,3,2
58,Resident Worker,3,3
58,Short Term Visitor,5,4
59,Home Worker,33,33
59,Inbound Commuter,1,1
59,Long Term Visitor,5,1
59,Outbound Commuter,1,1
59,Resident Worker,45,54
60,Home Worker,31,34
60,Inbound Commuter,4,4
60,Long Term Visitor,4,4
60,Outbound Commuter,5,5
60,Resident Worker,53,59
60,Short Term Visitor,4,2
61,Home Worker,9,10
61,Inbound Commuter,1,2
61,Long Term Visitor,8,5
61,Resident Worker,18,14
61,Short Term Visitor,2,1
62,Home Worker,5,8
62,Inbound Commuter,4,4
62,Long Term Visitor,6,3
62,Outbound Commuter,1,2
62,Resident Worker,21,22
63,Home Worker,35,32
63,Inbound Commuter,15,11
63,Long Term Visitor,21,19
63,Outbound Commuter,5,3
63,Resident Worker,88,85
63,Short Term Visitor,9,9
64,Home Worker,98,98
64,Inbound Commuter,15,17
64,Long Term Visitor,30,35
64,Outbound Commuter,10,11
64,Resident Worker,157,156
64,Short Term Visitor,31,24
65,Home Worker,50,47
65,Inbound Commuter,3,3
65,Long Term Visitor,5,4
65,Outbound Commuter,2,1
65,Resident Worker,68,53
65,Short Term Visitor,3,4
66,Home Worker,11,10
66,Inbound Commuter,1,1
66,Long Term Visitor,2,1
66,Resident Worker,26,22
66,Short Term Visitor,2,1
67,Home Worker,64,67
67,Inbound Commuter,15,14
67,Long Term Visitor,9,8
67,Outbound Commuter,5,3
67,Resident Worker,113,104
67,Short Term Visitor,15,14
68,Home Worker,21,20
68,Inbound Commuter,8,8
68,Long Term Visitor,7,7
68,Outbound Commuter,3,1
68,Resident Worker,42,42
68,Short Term Visitor,5,6
69,Home Worker,13,13
69,Long Term Visitor,1,2
69,Outbound Commuter,1,1
69,Resident Worker,33,30
70,Home Worker,42,34
70,Long Term Visitor,15,5
70,Outbound Commuter,2,2
70,Resident Worker,45,41
70,Short Term Visitor,6,3
71,Home Worker,24,22
71,Inbound Commuter,10,9
71,Long Term Visitor,16,7
71,Outbound Commuter,4,4
71,Resident Worker,80,72
71,Short Term Visitor,2,3
72,Home Worker,31,26
72,Inbound Commuter,3,2
72,Long Term Visitor,9,8
72,Outbound Commuter,4,4
72,Resident Worker,44,47
72,Short Term Visitor,1,3
73,Home Worker,36,37
73,Inbound Commuter,2,2
73,Long Term Visitor,3,2
73,Resident Worker,76,67
73,Short Term Visitor,2,5
74,Home Worker,23,26
74,Resident Worker,35,36
75,Home Worker,84,82
75,Inbound Commuter,14,13
75,Long Term Visitor,12,12
75,Outbound Commuter,2,3
75,Resident Worker,110,107
75,Short Term Visitor,11,8
76,Home Worker,11,13
76,Inbound Commuter,10,9
76,Long Term Visitor,4,4
76,Outbound Commuter,1,2
76,Resident Worker,38,40
76,Short Term Visitor,1,1
77,Home Worker,36,35
77,Long Term Visitor,8,12
77,Outbound Commuter,1,1
77,Resident Worker,43,46
77,Short Term Visitor,6,7
78,Home Worker,23,25
78,Inbound Commuter,5,5
78,Long Term Visitor,4,6
78,Outbound Commuter,2,1
78,Resident Worker,57,61
78,Short Term Visitor,2,2
79,Home Worker,6,6
79,Inbound Commuter,3,3
79,Resident Worker,21,22
79,Short Term Visitor,2,2
80,Home Worker,3,3
80,Inbound Commuter,1,1
80,Outbound Commuter,1,1
80,Resident Worker,14,14
81,Home Worker,35,36
81,Inbound Commuter,4,5
81,Long Term Visitor,3,3
81,Outbound Commuter,2,1
81,Resident Worker,51,62
81,Short Term Visitor,2,4
82,Home Worker,38,36
82,Inbound Commuter,5,5
82,Long Term Visitor,12,11
82,Outbound Commuter,3,4
82,Resident Worker,74,78
82,Short Term Visitor,4,6
84,Home Worker,43,42
84,Inbound Commuter,1,1
84,Long Term Visitor,1,4
84,Resident Worker,31,47
84,Short Term Visitor,1,1
85,Home Worker,16,18
85,Inbound Commuter,2,2
85,Long Term Visitor,4,3
85,Resident Worker,12,16
85,Short Term Visitor,1,1
86,Home Worker,85,82
86,Inbound Commuter,8,9
86,Long Term Visitor,19,16
86,Outbound Commuter,5,4
86,Resident Worker,142,145
86,Short Term Visitor,3,4
87,Home Worker,54,59
87,Inbound Commuter,1,1
87,Long Term Visitor,13,12
87,Outbound Commuter,1,3
87,Resident Worker,84,86
87,Short Term Visitor,9,5
88,Home Worker,82,86
88,Inbound Commuter,1,1
88,Long Term Visitor,16,13
88,Outbound Commuter,6,8
88,Resident Worker,138,129
88,Short Term Visitor,5,6
89,Home Worker,60,64
89,Inbound Commuter,11,9
89,Long Term Visitor,22,32
89,Outbound Commuter,5,6
89,Resident Worker,114,111
89,Short Term Visitor,13,14
90,Home Worker,35,38
90,Inbound Commuter,4,3
90,Long Term Visitor,22,17
90,Outbound Commuter,3,2
90,Resident Worker,32,42
90,Short Term Visitor,12,8
91,Home Worker,33,33
91,Inbound Commuter,2,3
91,Long Term Visitor,5,4
91,Outbound Commuter,2,2
91,Resident Worker,56,55
91,Short Term Visitor,1,1
92,Home Worker,19,17
92,Long Term Visitor,5,4
92,Outbound Commuter,2,2
92,Resident Worker,35,44
92,Short Term Visitor,1,3
93,Home Worker,31,39
93,Inbound Commuter,5,3
93,Long Term Visitor,7,8
93,Outbound Commuter,2,4
93,Resident Worker,68,71
93,Short Term Visitor,2,2
94,Home Worker,7,7
94,Inbound Commuter,1,1
94,Long Term Visitor,2,1
94,Resident Worker,20,20
94,Short Term Visitor,2,2
95,Home Worker,43,42
95,Inbound Commuter,4,4
95,Long Term Visitor,5,4
95,Outbound Commuter,3,1
95,Resident Worker,62,71
95,Short Term Visitor,4,5
96,Home Worker,26,20
96,Inbound Commuter,3,4
96,Long Term Visitor,5,4
96,Outbound Commuter,2,2
96,Resident Worker,44,44
96,Short Term Visitor,2,2
97,Home Worker,22,21
97,Inbound Commuter,2,1
97,Long Term Visitor,6,6
97,Outbound Commuter,1,2
97,Resident Worker,29,31
97,Short Term Visitor,2,2
98,Home Worker,4,6
98,Long Term Visitor,1,1
98,Resident Worker,8,6
99,Home Worker,27,27
99,Long Term Visitor,5,3
99,Resident Worker,114,89
100,Home Worker,39,37
100,Inbound Commuter,5,3
100,Long Term Visitor,7,12
100,Outbound Commuter,1,1
100,Resident Worker,54,62
100,Short Term Visitor,2,4
101,Home Worker,10,11
101,Inbound Commuter,1,1
101,Long Term Visitor,2,1
101,Outbound Commuter,1,2
101,Resident Worker,23,20
101,Short Term Visitor,1,1
102,Home Worker,24,25
102,Inbound Commuter,6,6
102,Long Term Visitor,7,5
102,Outbound Commuter,2,3
102,Resident Worker,50,56
102,Short Term Visitor,2,5
103,Home Worker,16,14
103,Inbound Commuter,8,8
103,Long Term Visitor,18,9
103,Resident Worker,57,55
103,Short Term Visitor,7,7
104,Home Worker,7,6
104,Inbound Commuter,2,2
104,Long Term Visitor,1,1
104,Resident Worker,9,10
105,Home Worker,39,42
105,Inbound Commuter,10,8
105,Long Term Visitor,9,8
105,Outbound Commuter,2,2
105,Resident Worker,84,79
105,Short Term Visitor,5,6
106,Home Worker,34,37
106,Inbound Commuter,5,6
106,Long Term Visitor,4,1
106,Outbound Commuter,1,1
106,Resident Worker,43,49
106,Short Term Visitor,3,3
107,Home Worker,9,10
107,Inbound Commuter,1,1
107,Resident Worker,6,6
108,Home Worker,44,41
108,Inbound Commuter,11,12
108,Long Term Visitor,15,14
108,Outbound Commuter,4,2
108,Resident Worker,144,132
108,Short Term Visitor,6,5
109,Home Worker,43,43
109,Inbound Commuter,2,1
109,Long Term Visitor,7,9
109,Outbound Commuter,2,4
109,Resident Worker,59,65
109,Short Term Visitor,4,4
110,Home Worker,34,24
110,Outbound Commuter,1,2
110,Resident Worker,45,55
111,Home Worker,51,51
111,Inbound Commuter,1,1
111,Long Term Visitor,5,4
111,Outbound Commuter,6,8
111,Resident Worker,67,68
111,Short Term Visitor,4,4
112,Home Worker,89,85
112,Inbound Commuter,2,2
112,Long Term Visitor,21,22
112,Outbound Commuter,5,5
112,Resident Worker,141,147
112,Short Term Visitor,5,5
113,Home Worker,2,2
113,Resident Worker,1,1
114,Home Worker,8,7
114,Long Term Visitor,9,5
114,Outbound Commuter,1,1
114,Resident Worker,20,28
115,Home Worker,25,28
115,Long Term Visitor,7,8
115,Outbound Commuter,5,4
115,Resident Worker,58,63
115,Short Term Visitor,1,2
116,Home Worker,21,21
116,Long Term Visitor,3,4
116,Outbound Commuter,3,1
116,Resident Worker,21,30
117,Home Worker,57,56
117,Inbound Commuter,2,2
117,Long Term Visitor,6,2
117,Outbound Commuter,4,6
117,Resident Worker,96,92
118,Home Worker,41,39
118,Inbound Commuter,1,1
118,Long Term Visitor,12,15
118,Outbound Commuter,5,6
118,Resident Worker,56,68
118,Short Term Visitor,6,7
119,Home Worker,39,45
119,Inbound Commuter,3,2
119,Long Term Visitor,4,3
119,Outbound Commuter,3,3
119,Resident Worker,71,67
119,Short Term Visitor,3,3
120,Home Worker,55,48
120,Inbound Commuter,1,2
120,Long Term Visitor,10,10
120,Outbound Commuter,1,2
120,Resident Worker,85,83
120,Short Term Visitor,4,4
121,Home Worker,9,7
121,Outbound Commuter,4,3
121,Resident Worker,6,12
122,Home Worker,31,29
122,Long Term Visitor,5,4
122,Outbound Commuter,3,2
122,Resident Worker,65,53
122,Short Term Visitor,4,3
123,Home Worker,29,30
123,Inbound Commuter,3,3
123,Long Term Visitor,8,7
123,Outbound Commuter,5,4
123,Resident Worker,38,52
123,Short Term Visitor,4,4
124,Home Worker,58,60
124,Inbound Commuter,5,4
124,Long Term Visitor,31,50
124,Outbound Commuter,6,6
124,Resident Worker,141,136
124,Short Term Visitor,15,13
125,Home Worker,54,54
125,Inbound Commuter,3,6
125,Long Term Visitor,35,38
125,Outbound Commuter,6,5
125,Resident Worker,75,79
125,Short Term Visitor,12,11
126,Home Worker,72,79
126,Inbound Commuter,5,5
126,Long Term Visitor,23,25
126,Outbound Commuter,5,4
126,Resident Worker,134,133
126,Short Term Visitor,11,11
127,Home Worker,43,36
127,Inbound Commuter,7,7
127,Long Term Visitor,12,8
127,Resident Worker,59,51
127,Short Term Visitor,2,4
128,Home Worker,31,29
128,Inbound Commuter,2,3
128,Long Term Visitor,11,9
128,Outbound Commuter,1,2
128,Resident Worker,43,43
128,Short Term Visitor,8,6
129,Home Worker,24,25
129,Inbound Commuter,2,1
129,Long Term Visitor,4,4
129,Resident Worker,28,30
129,Short Term Visitor,3,2
130,Home Worker,15,17
130,Long Term Visitor,4,6
130,Outbound Commuter,1,3
130,Resident Worker,45,34
130,Short Term Visitor,4,3
131,Home Worker,18,19
131,Inbound Commuter,3,3
131,Outbound Commuter,2,2
131,Resident Worker,15,17
132,Home Worker,9,9
132,Long Term Visitor,1,1
132,Outbound Commuter,1,2
132,Resident Worker,8,10
132,Short Term Visitor,1,1
133,Home Worker,23,25
133,Inbound Commuter,5,4
133,Long Term Visitor,4,3
133,Outbound Commuter,5,5
133,Resident Worker,48,49
133,Short Term Visitor,4,4
134,Home Worker,9,7
134,Outbound Commuter,1,1
134,Resident Worker,8,9
134,Short Term Visitor,3,3
135,Home Worker,11,16
135,Long Term Visitor,2,2
135,Resident Worker,15,12
136,Home Worker,81,81
136,Inbound Commuter,3,5
136,Long Term Visitor,12,12
136,Outbound Commuter,5,2
136,Resident Worker,136,132
136,Short Term Visitor,2,3
137,Home Worker,54,55
137,Inbound Commuter,2,2
137,Long Term Visitor,5,3
137,Outbound Commuter,8,7
137,Resident Worker,69,72
137,Short Term Visitor,3,1
138,Home Worker,5,6
138,Resident Worker,1,3
139,Home Worker,29,27
139,Inbound Commuter,2,3
139,Resident Worker,35,41
139,Short Term Visitor,2,2
140,Home Worker,36,33
140,Inbound Commuter,2,3
140,Long Term Visitor,11,8
140,Outbound Commuter,2,1
140,Resident Worker,45,37
140,Short Term Visitor,2,2
141,Home Worker,63,62
141,Long Term Visitor,15,17
141,Outbound Commuter,3,2
141,Resident Worker,87,93
142,Home Worker,28,29
142,Long Term Visitor,7,7
142,Outbound Commuter,3,2
142,Resident Worker,69,72
143,Home Worker,82,83
143,Inbound Commuter,2,3
143,Long Term Visitor,11,13
143,Outbound Commuter,5,7
143,Resident Worker,141,151
143,Short Term Visitor,6,4
144,Home Worker,34,35
144,Inbound Commuter,7,7
144,Long Term Visitor,10,13
144,Outbound Commuter,1,1
144,Resident Worker,63,62
144,Short Term Visitor,3,3
145,Home Worker,63,59
145,Inbound Commuter,3,2
145,Long Term Visitor,8,8
145,Outbound Commuter,6,9
145,Resident Worker,80,80
146,Home Worker,15,15
146,Outbound Commuter,2,1
146,Resident Worker,35,34
147,Home Worker,30,25
147,Inbound Commuter,3,3
147,Long Term Visitor,5,6
147,Outbound Commuter,4,5
147,Resident Worker,57,58
147,Short Term Visitor,5,6
148,Home Worker,66,67
148,Inbound Commuter,5,5
148,Long Term Visitor,14,9
148,Outbound Commuter,4,2
148,Resident Worker,112,116
148,Short Term Visitor,5,7
149,Home Worker,35,28
149,Inbound Commuter,2,2
149,Long Term Visitor,13,9
149,Outbound Commuter,3,3
149,Resident Worker,33,34
149,Short Term Visitor,2,5
150,Home Worker,28,33
150,Inbound Commuter,4,2
150,Long Term Visitor,14,22
150,Outbound Commuter,3,3
150,Resident Worker,65,62
150,Short Term Visitor,5,6
151,Home Worker,10,10
151,Long Term Visitor,2,4
151,Outbound Commuter,1,3
151,Resident Worker,12,12
151,Short Term Visitor,1,1
152,Home Worker,7,8
152,Outbound Commuter,3,1
152,Resident Worker,4,6
153,Home Worker,10,10
153,Long Term Visitor,7,2
153,Resident Worker,20,15
154,Home Worker,77,79
154,Inbound Commuter,4,4
154,Long Term Visitor,8,10
154,Outbound Commuter,7,8
154,Resident Worker,135,156
154,Short Term Visitor,9,7
155,Home Worker,19,18
155,Inbound Commuter,3,3
155,Long Term Visitor,1,3
155,Outbound Commuter,2,1
155,Resident Worker,28,31
155,Short Term Visitor,2,5
156,Home Worker,10,10
156,Inbound Commuter,1,1
156,Long Term Visitor,8,11
156,Outbound Commuter,4,3
156,Resident Worker,27,26
156,Short Term Visitor,4,6
157,Home Worker,17,14
157,Inbound Commuter,2,2
157,Long Term Visitor,6,11
157,Outbound Commuter,1,1
157,Resident Worker,27,35
158,Home Worker,12,14
158,Inbound Commuter,2,1
158,Long Term Visitor,12,16
158,Outbound Commuter,2,4
158,Resident Worker,33,27
159,Home Worker,19,20
159,Long Term Visitor,8,13
159,Outbound Commuter,2,4
159,Resident Worker,35,39
159,Short Term Visitor,4,3
160,Home Worker,3,2
160,Resident Worker,8,8
161,Home Worker,9,8
161,Long Term Visitor,5,2
161,Outbound Commuter,1,3
161,Resident Worker,19,18
161,Short Term Visitor,3,2
162,Home Worker,15,19
162,Inbound Commuter,1,1
162,Long Term Visitor,4,5
162,Outbound Commuter,3,2
162,Resident Worker,34,36
162,Short Term Visitor,1,1
163,Home Worker,13,13
163,Inbound Commuter,3,3
163,Long Term Visitor,4,3
163,Resident Worker,33,27
163,Short Term Visitor,3,2
164,Home Worker,9,9
164,Long Term Visitor,2,2
164,Outbound Commuter,2,2
164,Resident Worker,22,23
165,Home Worker,25,21
165,Long Term Visitor,7,7
165,Resident Worker,33,31
166,Home Worker,8,7
166,Outbound Commuter,1,1
166,Resident Worker,17,18
166,Short Term Visitor,2,2
167,Home Worker,35,39
167,Inbound Commuter,9,7
167,Long Term Visitor,10,7
167,Outbound Commuter,3,3
167,Resident Worker,76,75
167,Short Term Visitor,4,4
168,Home Worker,6,6
168,Long Term Visitor,1,2
168,Outbound Commuter,1,1
168,Resident Worker,17,15
169,Home Worker,22,24
169,Inbound Commuter,7,7
169,Long Term Visitor,4,3
169,Outbound Commuter,1,1
169,Resident Worker,55,53
170,Home Worker,11,10
170,Long Term Visitor,6,4
170,Resident Worker,20,20
170,Short Term Visitor,3,2
171,Home Worker,18,18
171,Inbound Commuter,4,2
171,Long Term Visitor,5,3
171,Resident Worker,36,40
171,Short Term Visitor,3,4
172,Home Worker,52,54
172,Inbound Commuter,1,2
172,Long Term Visitor,8,4
172,Resident Worker,40,49
172,Short Term Visitor,1,2
173,Home Worker,11,12
173,Long Term Visitor,1,1
173,Resident Worker,18,26
173,Short Term Visitor,2,2
174,Home Worker,3,3
174,Inbound Commuter,1,1
174,Long Term Visitor,1,1
174,Resident Worker,8,9
174,Short Term Visitor,2,2
175,Home Worker,1,1
175,Inbound Commuter,2,1
175,Outbound Commuter,1,1
175,Resident Worker,5,9
176,Home Worker,23,23
176,Inbound Commuter,1,1
176,Resident Worker,23,28
177,Home Worker,44,44
177,Inbound Commuter,1,2
177,Long Term Visitor,15,16
177,Outbound Commuter,4,3
177,Resident Worker,109,102
177,Short Term Visitor,2,1
178,Home Worker,35,39
178,Long Term Visitor,7,7
178,Resident Worker,53,51
178,Short Term Visitor,3,2
179,Home Worker,4,3
179,Outbound Commuter,1,1
179,Resident Worker,12,16
180,Home Worker,18,19
180,Long Term Visitor,2,2
180,Resident Worker,27,30
181,Home Worker,19,21
181,Long Term Visitor,2,1
181,Resident Worker,30,25
182,Home Worker,17,20
182,Long Term Visitor,2,1
182,Resident Worker,27,28
183,Home Worker,10,9
183,Inbound Commuter,2,2
183,Long Term Visitor,3,2
183,Resident Worker,28,28
184,Home Worker,11,10
184,Inbound Commuter,1,1
184,Outbound Commuter,1,1
184,Resident Worker,45,44
185,Home Worker,43,43
185,Long Term Visitor,6,8
185,Outbound Commuter,1,2
185,Resident Worker,68,75
185,Short Term Visitor,4,6
186,Home Worker,30,29
186,Long Term Visitor,8,7
186,Resident Worker,55,52
187,Home Worker,90,89
187,Inbound Commuter,7,7
187,Long Term Visitor,18,12
187,Outbound Commuter,2,4
187,Resident Worker,145,146
187,Short Term Visitor,7,7
188,Home Worker,65,62
188,Inbound Commuter,3,3
188,Long Term Visitor,11,10
188,Outbound Commuter,1,1
188,Resident Worker,134,114
188,Short Term Visitor,1,2
189,Home Worker,68,72
189,Inbound Commuter,2,2
189,Long Term Visitor,10,8
189,Outbound Commuter,1,2
189,Resident Worker,107,105
189,Short Term Visitor,4,3
190,Home Worker,26,19
190,Outbound Commuter,1,2
190,Resident Worker,49,51
191,Home Worker,19,18
191,Long Term Visitor,9,1
191,Outbound Commuter,2,1
191,Resident Worker,23,27
192,Home Worker,111,110
192,Inbound Commuter,7,6
192,Long Term Visitor,19,23
192,Outbound Commuter,6,8
192,Resident Worker,204,205
192,Short Term Visitor,9,7
193,Home Worker,74,69
193,Inbound Commuter,2,2
193,Long Term Visitor,16,9
193,Outbound Commuter,2,3
193,Resident Worker,110,114
193,Short Term Visitor,2,2
194,Home Worker,11,11
194,Resident Worker,15,12
195,Home Worker,61,64
195,Inbound Commuter,2,1
195,Long Term Visitor,8,11
195,Outbound Commuter,2,1
195,Resident Worker,80,90
195,Short Term Visitor,5,4
196,Home Worker,4,5
196,Long Term Visitor,1,2
196,Resident Worker,5,3
196,Short Term Visitor,2,2
197,Home Worker,96,100
197,Inbound Commuter,3,2
197,Long Term Visitor,16,17
197,Outbound Commuter,5,4
197,Resident Worker,168,167
197,Short Term Visitor,4,2
198,Home Worker,60,53
198,Long Term Visitor,12,11
198,Resident Worker,116,116
198,Short Term Visitor,6,9
199,Home Worker,72,66
199,Inbound Commuter,2,2
199,Long Term Visitor,11,7
199,Outbound Commuter,4,5
199,Resident Worker,117,108
199,Short Term Visitor,3,3
200,Home Worker,13,15
200,Resident Worker,24,24
201,Home Worker,39,39
201,Inbound Commuter,1,1
201,Long Term Visitor,7,11
201,Resident Worker,46,54
