origin_zone,destination_zone,count2
13,437,1
13,439,1
13,445,1
13,482,1
13,492,1
13,499,1
13,514,1
13,534,1
13,585,1
13,623,1
13,663,1
13,726,1
13,772,1
13,787,1
13,888,1
13,889,1
13,902,1
13,903,1
13,914,1
13,952,1
13,972,1
13,977,2
13,1021,3
13,1067,2
13,1103,1
13,4000,8
13,4001,1
13,4003,8
14,9,1
14,13,2
14,14,1
14,47,1
14,51,1
14,64,1
14,99,1
14,119,1
14,226,1
14,229,2
14,572,1
14,4000,4
14,4001,1
15,15,3
15,27,1
15,34,1
15,38,1
15,64,2
15,70,1
15,182,1
15,481,1
15,574,1
15,4000,2
15,4003,1
16,49,1
16,131,1
16,188,1
16,229,1
16,348,1
16,4000,2
17,1,7
17,2,6
17,3,2
17,5,2
17,6,1
17,8,3
17,9,3
17,12,3
17,13,11
17,14,2
17,17,16
17,18,2
17,19,2
17,20,4
17,21,5
17,22,1
17,23,1
17,24,8
17,25,5
17,26,2
17,27,10
17,30,1
17,31,1
17,32,1
17,33,7
17,36,3
17,37,5
17,38,15
17,39,7
17,40,2
17,41,3
17,42,4
17,43,3
17,47,3
17,48,5
17,49,13
17,50,2
17,51,1
17,52,1
17,53,3
17,54,3
17,55,3
17,61,1
17,63,3
17,64,6
17,65,1
17,67,1
17,68,2
17,69,1
17,70,4
17,71,2
17,72,5
17,73,2
17,75,5
17,76,1
17,77,1
17,78,2
17,82,1
17,88,3
17,91,1
17,93,2
17,100,2
17,105,3
17,106,1
17,112,4
17,114,1
17,115,1
17,117,1
17,118,1
17,124,1
17,125,2
17,126,4
17,128,1
17,130,1
17,136,2
17,137,1
17,143,1
17,145,1
17,148,2
17,150,1
17,155,1
17,159,3
17,163,1
17,169,2
17,172,1
17,178,1
17,187,2
17,191,1
17,206,1
17,207,1
17,208,1
17,210,3
17,212,1
17,213,1
17,215,2
17,221,1
17,225,7
17,226,3
17,227,1
17,229,1
17,301,1
17,302,1
17,304,2
17,305,2
17,320,1
17,321,1
17,324,2
17,353,1
17,402,1
17,443,2
17,458,1
17,468,1
17,469,2
17,473,2
17,480,1
17,493,1
17,494,1
17,500,2
17,557,1
17,574,1
17,589,1
17,591,1
17,604,1
17,668,1
17,676,1
17,683,1
17,686,1
17,713,2
17,719,1
17,766,1
17,772,2
17,774,1
17,787,1
17,818,1
17,820,1
17,882,1
17,888,1
17,895,1
17,902,2
17,903,1
17,916,1
17,920,1
17,925,1
17,935,1
17,947,1
17,958,1
17,978,1
17,985,2
17,988,1
17,1016,1
17,1066,1
17,1068,1
17,1070,1
17,1105,1
17,1109,1
17,1278,1
17,1281,1
17,4000,61
17,4001,3
17,4002,1
17,4003,24
17,4004,1
17,4005,1
18,2,2
18,3,1
18,4,1
18,5,1
18,6,1
18,8,1
18,17,1
18,18,24
18,19,1
18,20,1
18,21,2
18,24,2
18,27,4
18,32,1
18,33,3
18,36,1
18,38,1
18,39,1
18,45,1
18,46,1
18,47,2
18,48,1
18,49,1
18,50,1
18,54,1
18,62,1
18,63,1
18,64,2
18,65,1
18,68,1
18,69,2
18,75,1
18,76,1
18,90,1
18,99,1
18,105,1
18,106,1
18,117,1
18,125,1
18,137,1
18,140,1
18,143,1
18,156,1
18,184,1
18,187,2
18,188,1
18,203,1
18,206,1
18,218,1
18,229,3
18,316,1
18,347,1
18,382,1
18,446,1
18,458,1
18,508,1
18,709,1
18,774,1
18,775,1
18,883,1
18,902,1
18,917,1
18,924,1
18,935,1
18,944,1
18,977,1
18,1017,1
18,4000,18
18,4001,1
18,4003,1
18,4005,1
19,2,2
19,3,6
19,5,1
19,17,2
19,18,1
19,19,18
19,30,1
19,33,1
19,36,1
19,37,2
19,38,2
19,40,1
19,41,1
19,45,2
19,47,2
19,48,2
19,54,2
19,55,1
19,70,2
19,75,1
19,93,1
19,95,1
19,98,1
19,109,1
19,136,1
19,148,1
19,150,1
19,156,1
19,165,1
19,185,1
19,192,1
19,216,1
19,222,1
19,438,1
19,448,1
19,458,1
19,611,1
19,716,1
19,724,1
19,728,1
19,881,1
19,908,1
19,991,1
19,1226,1
19,4000,21
19,4003,2
20,3,1
20,5,1
20,13,1
20,17,1
20,20,14
20,30,3
20,31,1
20,33,2
20,39,1
20,41,1
20,45,2
20,49,1
20,50,1
20,53,2
20,54,1
20,55,2
20,63,1
20,64,1
20,67,1
20,68,1
20,69,1
20,93,1
20,95,1
20,102,2
20,110,1
20,116,1
20,117,1
20,118,1
20,137,1
20,181,1
20,192,1
20,197,1
20,209,1
20,310,1
20,339,1
20,499,1
20,594,1
20,622,1
20,632,1
20,706,1
20,725,1
20,799,1
20,1316,1
20,4000,10
20,4003,3
21,1,1
21,2,2
21,3,1
21,13,2
21,17,2
21,18,1
21,21,4
21,22,1
21,25,1
21,30,3
21,33,1
21,41,1
21,44,1
21,45,1
21,47,1
21,48,1
21,49,1
21,53,2
21,54,4
21,55,1
21,63,1
21,64,1
21,67,2
21,125,1
21,137,1
21,169,1
21,203,1
21,214,1
21,226,1
21,458,1
21,641,1
21,659,1
21,719,1
21,839,1
21,4000,7
21,4001,2
21,4003,3
21,4005,1
22,2,3
22,3,1
22,13,1
22,22,5
22,30,1
22,45,2
22,47,1
22,50,1
22,54,3
22,60,2
22,67,1
22,68,1
22,76,1
22,90,1
22,106,1
22,133,1
22,147,1
22,193,1
22,208,1
22,209,1
22,305,1
22,494,1
22,761,1
22,1066,1
22,1144,1
22,4000,6
22,4001,2
22,4003,2
23,3,2
23,12,1
23,13,1
23,17,1
23,23,9
23,30,1
23,38,1
23,39,1
23,82,1
23,89,1
23,132,1
23,145,1
23,156,1
23,301,1
23,309,1
23,347,1
23,884,1
23,4000,10
23,4005,1
24,2,1
24,3,2
24,8,1
24,12,1
24,17,4
24,18,2
24,24,7
24,25,1
24,26,2
24,30,2
24,37,1
24,38,3
24,40,1
24,48,1
24,53,1
24,54,4
24,55,2
24,57,1
24,67,2
24,68,2
24,75,1
24,76,1
24,82,2
24,130,1
24,218,1
24,308,1
24,319,1
24,323,1
24,450,1
24,499,1
24,628,3
24,748,1
24,764,1
24,1068,1
24,1180,1
24,4000,3
24,4005,1
25,1,1
25,2,2
25,3,6
25,5,1
25,7,1
25,8,1
25,11,2
25,13,1
25,17,5
25,21,1
25,25,40
25,26,3
25,30,1
25,31,2
25,32,1
25,34,3
25,35,1
25,37,1
25,38,2
25,42,1
25,43,2
25,45,2
25,47,1
25,48,4
25,49,1
25,53,3
25,54,1
25,55,1
25,56,1
25,58,1
25,60,1
25,62,1
25,63,2
25,64,4
25,67,3
25,68,3
25,69,1
25,73,1
25,75,1
25,82,2
25,88,1
25,95,1
25,97,1
25,99,2
25,100,1
25,105,1
25,111,1
25,114,1
25,115,3
25,117,1
25,137,1
25,141,1
25,143,1
25,145,1
25,147,1
25,158,1
25,159,1
25,162,1
25,180,1
25,184,1
25,188,1
25,193,1
25,198,1
25,206,1
25,214,1
25,217,1
25,224,1
25,226,1
25,312,1
25,323,1
25,364,1
25,448,1
25,472,1
25,476,1
25,481,1
25,496,2
25,499,1
25,500,1
25,501,1
25,620,1
25,629,1
25,674,1
25,719,1
25,750,1
25,774,1
25,775,1
25,785,1
25,790,1
25,792,1
25,798,1
25,799,1
25,813,1
25,818,1
25,824,1
25,839,1
25,868,1
25,880,1
25,897,2
25,900,1
25,902,3
25,903,4
25,906,1
25,908,1
25,911,1
25,913,1
25,915,1
25,916,1
25,917,2
25,922,1
25,927,1
25,930,1
25,934,2
25,935,1
25,936,2
25,937,2
25,945,1
25,948,1
25,952,1
25,965,1
25,977,1
25,988,1
25,1103,1
25,1105,1
25,1106,1
25,1109,1
25,1141,1
25,1182,1
25,1232,1
25,1294,1
25,1309,1
25,4000,24
25,4001,15
25,4002,2
25,4003,6
25,4005,3
26,3,1
26,9,1
26,11,1
26,12,1
26,13,1
26,17,3
26,18,1
26,23,1
26,24,2
26,25,2
26,26,12
26,27,2
26,30,1
26,31,1
26,33,2
26,38,2
26,41,1
26,43,2
26,44,3
26,45,1
26,46,1
26,47,2
26,48,2
26,49,2
26,53,4
26,54,5
26,58,1
26,64,1
26,65,2
26,72,1
26,76,1
26,82,1
26,89,1
26,91,1
26,94,1
26,111,1
26,117,1
26,126,1
26,149,1
26,159,1
26,197,1
26,225,1
26,228,1
26,229,1
26,305,1
26,425,1
26,443,1
26,499,1
26,862,1
26,906,1
26,911,1
26,949,1
26,1008,1
26,1036,1
26,1052,1
26,1074,1
26,4000,17
26,4003,1
26,4005,2
27,1,4
27,2,7
27,3,5
27,5,1
27,7,2
27,8,1
27,13,4
27,14,1
27,15,1
27,17,7
27,18,4
27,21,1
27,22,1
27,26,1
27,27,32
27,30,4
27,31,2
27,32,1
27,33,1
27,34,1
27,37,4
27,40,1
27,41,1
27,43,1
27,46,1
27,47,2
27,48,1
27,49,6
27,50,2
27,59,1
27,60,1
27,61,1
27,62,1
27,63,4
27,64,9
27,65,2
27,67,1
27,70,1
27,71,3
27,72,1
27,73,4
27,74,1
27,75,2
27,76,1
27,77,1
27,78,2
27,82,4
27,86,2
27,87,2
27,89,1
27,91,1
27,102,2
27,103,1
27,105,1
27,111,2
27,119,1
27,120,1
27,124,1
27,125,1
27,127,1
27,137,1
27,140,1
27,141,1
27,142,1
27,143,1
27,146,1
27,148,1
27,150,1
27,154,1
27,171,1
27,172,1
27,178,1
27,185,1
27,187,1
27,199,1
27,224,1
27,225,2
27,226,2
27,227,1
27,228,2
27,312,2
27,352,2
27,354,1
27,372,1
27,443,1
27,450,2
27,460,1
27,482,1
27,486,1
27,492,1
27,500,1
27,588,1
27,589,1
27,598,1
27,599,1
27,607,1
27,632,1
27,667,1
27,700,1
27,713,1
27,719,1
27,725,1
27,738,1
27,743,1
27,748,3
27,764,1
27,787,1
27,792,1
27,801,1
27,820,1
27,867,1
27,879,1
27,895,1
27,897,1
27,899,1
27,902,1
27,903,2
27,909,1
27,914,1
27,930,1
27,932,2
27,935,1
27,936,1
27,938,1
27,948,1
27,977,4
27,984,1
27,1020,1
27,1175,1
27,1177,1
27,1270,1
27,4000,30
27,4003,9
27,4004,1
27,4005,3
28,1,1
28,33,1
28,50,1
28,53,1
28,72,1
28,108,1
28,122,1
28,187,1
28,432,1
28,765,1
28,1032,1
28,4000,8
28,4005,1
29,8,1
29,11,1
29,39,1
29,41,1
29,54,1
29,64,1
29,73,1
29,125,1
29,191,1
29,203,1
29,206,1
29,906,1
29,1075,1
29,4000,4
29,4003,1
30,1,3
30,2,5
30,3,6
30,5,2
30,6,1
30,8,1
30,13,1
30,17,1
30,19,1
30,20,1
30,21,1
30,22,2
30,23,1
30,24,1
30,26,2
30,27,5
30,30,35
30,31,1
30,33,3
30,37,5
30,38,5
30,41,1
30,43,3
30,45,2
30,46,2
30,47,2
30,49,6
30,50,4
30,51,3
30,53,3
30,55,1
30,63,4
30,64,9
30,65,2
30,66,1
30,67,1
30,68,1
30,69,1
30,71,1
30,72,1
30,73,1
30,76,2
30,80,1
30,82,1
30,93,1
30,94,1
30,97,1
30,103,1
30,111,1
30,112,1
30,117,1
30,124,2
30,125,1
30,126,2
30,127,1
30,132,1
30,143,2
30,147,1
30,149,1
30,163,1
30,171,1
30,185,1
30,188,1
30,203,1
30,217,1
30,218,1
30,224,1
30,225,3
30,226,1
30,227,1
30,229,1
30,302,1
30,336,1
30,342,1
30,365,1
30,371,1
30,443,1
30,448,1
30,450,1
30,453,1
30,472,1
30,499,2
30,535,1
30,594,1
30,621,1
30,635,1
30,683,1
30,718,2
30,725,1
30,726,1
30,727,1
30,882,1
30,924,1
30,928,1
30,977,1
30,1006,1
30,4000,19
30,4001,2
30,4003,3
30,4004,1
31,1,1
31,2,3
31,3,3
31,25,1
31,26,1
31,27,2
31,29,1
31,30,1
31,31,18
31,33,1
31,37,3
31,38,2
31,39,1
31,40,3
31,41,1
31,42,1
31,43,2
31,45,4
31,46,1
31,48,3
31,49,1
31,50,1
31,51,1
31,53,6
31,54,3
31,63,1
31,64,4
31,65,1
31,70,1
31,71,1
31,72,1
31,73,1
31,82,2
31,126,1
31,131,1
31,148,1
31,174,1
31,182,1
31,186,2
31,187,1
31,197,2
31,213,1
31,226,1
31,227,1
31,305,1
31,308,1
31,353,1
31,367,2
31,454,1
31,460,1
31,499,1
31,593,1
31,690,1
31,748,1
31,761,1
31,1050,1
31,1064,1
31,1105,1
31,4000,8
31,4001,1
31,4003,2
32,3,2
32,6,1
32,8,2
32,13,1
32,17,1
32,18,1
32,24,1
32,31,1
32,32,13
32,41,1
32,45,1
32,49,1
32,50,1
32,53,2
32,54,2
32,55,1
32,64,3
32,65,1
32,82,1
32,89,1
32,93,1
32,95,1
32,99,1
32,109,1
32,115,1
32,135,1
32,162,1
32,167,1
32,192,1
32,202,1
32,225,1
32,229,1
32,352,1
32,723,1
32,804,1
32,822,1
32,949,1
32,1017,1
32,1037,1
32,1067,1
32,1253,1
32,1284,1
32,4000,7
32,4002,1
32,4005,2
33,1,3
33,3,3
33,5,1
33,6,1
33,12,1
33,17,5
33,18,2
33,23,1
33,25,1
33,26,3
33,29,1
33,30,2
33,31,4
33,33,15
33,36,1
33,37,1
33,39,3
33,40,2
33,41,3
33,45,2
33,48,1
33,52,1
33,53,2
33,54,3
33,55,2
33,56,2
33,64,3
33,72,1
33,78,1
33,82,2
33,87,1
33,90,1
33,96,1
33,99,1
33,100,1
33,110,1
33,123,1
33,127,1
33,136,1
33,140,1
33,154,1
33,167,1
33,177,1
33,197,1
33,210,1
33,213,2
33,218,1
33,225,1
33,229,3
33,305,1
33,339,1
33,354,1
33,451,1
33,619,1
33,631,1
33,669,1
33,838,1
33,856,1
33,865,1
33,888,1
33,1007,1
33,1052,1
33,4000,12
33,4003,1
34,1,1
34,3,1
34,8,1
34,11,3
34,13,1
34,15,1
34,17,1
34,18,1
34,30,1
34,34,8
34,37,2
34,38,1
34,41,1
34,53,1
34,55,1
34,60,1
34,65,1
34,67,2
34,68,1
34,71,1
34,72,1
34,78,1
34,109,1
34,149,1
34,156,1
34,186,2
34,198,1
34,214,1
34,437,1
34,473,1
34,482,1
34,622,1
34,813,1
34,854,1
34,865,1
34,977,1
34,989,1
34,1053,1
34,4000,8
35,2,1
35,3,2
35,8,1
35,24,2
35,25,1
35,29,1
35,35,11
35,38,3
35,48,1
35,49,1
35,53,2
35,54,3
35,55,1
35,67,2
35,73,1
35,75,1
35,81,1
35,87,1
35,95,1
35,97,1
35,109,1
35,112,1
35,124,1
35,130,1
35,133,1
35,143,1
35,198,1
35,227,1
35,323,1
35,345,1
35,448,1
35,589,1
35,812,1
35,4000,9
35,4005,1
36,3,1
36,13,1
36,17,5
36,18,1
36,27,1
36,34,1
36,36,25
36,37,2
36,39,1
36,42,1
36,43,1
36,46,2
36,49,3
36,57,1
36,60,1
36,64,1
36,65,2
36,67,1
36,71,1
36,73,1
36,77,1
36,87,1
36,89,2
36,90,2
36,100,2
36,106,1
36,118,1
36,120,1
36,123,1
36,124,1
36,125,1
36,126,2
36,143,1
36,148,1
36,158,1
36,167,1
36,169,1
36,187,1
36,188,1
36,189,1
36,192,2
36,197,1
36,225,1
36,229,3
36,329,1
36,345,1
36,347,1
36,360,1
36,366,1
36,427,1
36,458,1
36,496,1
36,589,1
36,592,1
36,593,1
36,600,2
36,743,2
36,775,1
36,788,1
36,815,1
36,897,2
36,903,1
36,908,1
36,914,2
36,934,1
36,936,1
36,1050,1
36,1051,1
36,1102,1
36,1294,1
36,4000,10
36,4002,1
36,4003,3
36,4004,1
37,2,2
37,3,6
37,5,1
37,8,1
37,9,1
37,13,4
37,17,7
37,19,2
37,20,1
37,24,1
37,25,1
37,26,1
37,27,9
37,28,1
37,30,3
37,31,1
37,32,1
37,36,2
37,37,35
37,38,4
37,39,1
37,40,1
37,41,1
37,42,1
37,44,1
37,45,2
37,47,1
37,49,5
37,50,2
37,53,1
37,59,1
37,60,5
37,61,1
37,62,1
37,63,2
37,64,5
37,65,4
37,67,2
37,70,1
37,71,4
37,72,1
37,73,4
37,74,1
37,75,2
37,77,1
37,78,1
37,80,1
37,86,1
37,87,1
37,88,1
37,89,1
37,96,1
37,99,1
37,102,1
37,106,4
37,108,2
37,109,1
37,118,1
37,119,1
37,121,2
37,124,1
37,125,1
37,126,2
37,127,1
37,128,1
37,130,1
37,143,1
37,147,1
37,154,1
37,155,2
37,159,2
37,162,2
37,188,1
37,197,1
37,208,1
37,209,1
37,213,1
37,225,1
37,226,1
37,228,2
37,229,2
37,305,1
37,309,2
37,313,1
37,347,1
37,354,1
37,378,1
37,435,1
37,441,1
37,457,1
37,462,1
37,496,2
37,499,1
37,500,2
37,568,1
37,593,1
37,596,1
37,607,1
37,627,2
37,632,1
37,712,1
37,716,1
37,725,1
37,730,1
37,737,1
37,738,2
37,751,1
37,810,1
37,820,1
37,842,1
37,911,1
37,921,1
37,924,1
37,931,1
37,964,1
37,973,1
37,977,1
37,985,1
37,1006,1
37,1063,1
37,1076,1
37,1180,1
37,1216,1
37,1313,1
37,4000,17
37,4001,2
37,4003,1
37,4005,4
38,1,3
38,2,7
38,3,6
38,4,1
38,13,1
38,14,1
38,15,1
38,16,2
38,17,10
38,19,1
38,22,1
38,23,2
38,24,2
38,27,2
38,28,1
38,30,6
38,31,2
38,33,2
38,35,2
38,37,3
38,38,36
38,39,1
38,40,2
38,41,1
38,42,1
38,43,3
38,46,1
38,47,4
38,49,6
38,50,2
38,51,2
38,53,2
38,54,3
38,60,3
38,61,2
38,63,7
38,64,4
38,65,1
38,67,1
38,68,1
38,70,2
38,71,1
38,72,1
38,73,1
38,74,4
38,75,1
38,82,1
38,84,1
38,86,2
38,88,1
38,89,3
38,90,2
38,91,1
38,93,2
38,96,1
38,99,1
38,100,1
38,102,1
38,103,1
38,108,1
38,109,1
38,110,2
38,112,1
38,115,1
38,118,1
38,122,1
38,123,1
38,124,2
38,125,2
38,126,2
38,130,1
38,133,1
38,137,1
38,141,1
38,147,1
38,148,1
38,149,1
38,150,1
38,154,3
38,157,2
38,165,1
38,167,3
38,168,1
38,177,3
38,184,1
38,186,1
38,189,1
38,195,1
38,200,2
38,205,2
38,213,1
38,214,1
38,218,2
38,225,3
38,226,1
38,228,1
38,229,2
38,304,1
38,315,1
38,316,1
38,318,1
38,323,1
38,332,1
38,339,1
38,340,1
38,347,1
38,353,1
38,364,1
38,373,1
38,424,1
38,426,1
38,427,1
38,439,1
38,447,1
38,448,1
38,453,1
38,454,1
38,458,3
38,461,1
38,476,2
38,482,1
38,494,2
38,495,1
38,499,1
38,501,1
38,524,1
38,587,1
38,589,1
38,593,1
38,597,2
38,599,1
38,601,1
38,613,1
38,628,1
38,629,1
38,632,1
38,635,2
38,655,1
38,659,1
38,667,1
38,674,1
38,677,1
38,717,1
38,719,1
38,730,1
38,737,1
38,772,1
38,795,1
38,799,2
38,800,1
38,801,1
38,802,1
38,807,1
38,815,1
38,819,1
38,820,2
38,827,1
38,829,1
38,853,1
38,861,1
38,862,1
38,864,1
38,871,1
38,876,1
38,889,1
38,897,1
38,903,4
38,904,1
38,913,1
38,914,2
38,915,1
38,928,1
38,932,1
38,933,1
38,935,1
38,936,1
38,950,2
38,952,1
38,955,1
38,977,11
38,978,2
38,992,2
38,1025,2
38,1141,1
38,1168,1
