Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
481,481,4003,4003,1,Tue,Short Term Visitor,HH,10496.34,18,19
502,502,4003,4003,1,Tue,Long Term Visitor,OO,3101.66,7,8
614,614,4003,4003,1,Tue,Short Term Visitor,WW,1983.13,10,11
615,615,4003,4003,1,Tue,Short Term Visitor,WW,2347.75,15,16
739,739,4003,4003,1,Tue,Long Term Visitor,OO,5633.12,14,15
783,783,4003,4003,1,Tue,Long Term Visitor,OO,3970.88,19,20
825,825,4003,4003,1,Tue,Short Term Visitor,HW,9144.53,6,7
826,826,4003,4003,1,Tue,Short Term Visitor,WH,3773.63,14,15
827,827,4003,4003,1,Tue,Short Term Visitor,HO,1133.22,20,21
843,843,4003,4003,1,Tue,Short Term Visitor,OO,10553.3,12,13
863,863,4003,4003,1,Tue,Short Term Visitor,HH,6778.55,20,21
864,864,4003,4003,1,Tue,Short Term Visitor,HH,1694.86,23,24
926,926,4003,4003,1,Tue,Short Term Visitor,OW,1964.11,10,11
929,929,4003,4003,1,Tue,Short Term Visitor,WW,2215.83,16,17
930,930,4003,4003,1,Tue,Short Term Visitor,WO,2120.63,18,19
961,961,4003,4003,1,Tue,Short Term Visitor,WW,2662.16,14,15
962,962,4003,4003,1,Tue,Short Term Visitor,WH,2441.63,19,20
981,981,4003,4003,1,Tue,Short Term Visitor,HH,12937.14,8,9
982,982,4003,4003,1,Tue,Short Term Visitor,HW,300.32,19,20
983,983,4003,4003,1,Tue,Short Term Visitor,WH,1750.6,20,21
1025,1025,4003,4003,1,Tue,Short Term Visitor,HH,10293.51,14,15
1073,1073,4003,4003,1,Tue,Inbound Commuter,HO,256.56,5,6
1074,1074,4003,4003,1,Tue,Inbound Commuter,OH,763.97,19,20
1103,1103,4003,4003,1,Tue,Short Term Visitor,HO,8503.09,7,8
1138,1138,4003,4003,1,Tue,Short Term Visitor,OO,9821.71,8,9
1139,1139,4003,4003,1,Tue,Short Term Visitor,OO,6236.85,20,21
1184,1184,4003,4003,1,Tue,Short Term Visitor,HH,9441.1,11,12
1185,1185,4003,4003,1,Tue,Short Term Visitor,HH,8026.58,13,14
1228,1228,4003,4003,1,Tue,Short Term Visitor,HW,3323.37,9,10
1251,1251,4003,4003,1,Tue,Outbound Commuter,WW,526.48,11,12
1317,1317,4003,4003,1,Tue,Inbound Commuter,HO,273.87,6,7
1318,1318,4003,4003,1,Tue,Inbound Commuter,OH,436.69,17,18
1365,1365,4003,4003,1,Tue,Short Term Visitor,WO,2053.91,12,13
1410,1410,4003,4003,1,Tue,Short Term Visitor,HH,11988.65,9,10
1448,1448,4003,4003,1,Tue,Short Term Visitor,OW,2461.2,8,9
1449,1449,4003,4003,1,Tue,Short Term Visitor,WO,2430.39,14,15
1478,1478,4003,4003,1,Tue,Short Term Visitor,OW,1892.59,6,7
1479,1479,4003,4003,1,Tue,Short Term Visitor,WO,4255.44,17,18
1517,1517,4003,4003,1,Tue,Outbound Commuter,OO,143.21,6,7
1518,1518,4003,4003,1,Tue,Outbound Commuter,OO,118.37,13,14
1529,1529,4003,4003,1,Tue,Inbound Commuter,OO,949.21,19,20
1546,1546,4003,4003,1,Tue,Short Term Visitor,OH,5294.49,14,15
1555,1555,4003,4003,1,Tue,Long Term Visitor,OO,1021.34,5,6
1556,1556,4003,4003,1,Tue,Long Term Visitor,OO,5596.05,8,9
1557,1557,4003,4003,1,Tue,Long Term Visitor,OO,7453.09,9,10
1558,1558,4003,4003,1,Tue,Long Term Visitor,OO,2724.46,20,21
1621,1621,4003,4003,1,Tue,Short Term Visitor,OO,10035.55,16,17
1658,1658,4003,4003,1,Tue,Short Term Visitor,HH,9666.41,12,13
1708,1708,4003,4003,1,Tue,Home Worker,OO,53.16,23,24
1716,1716,4003,4003,1,Tue,Short Term Visitor,OH,3286.13,11,12
1806,1806,4003,4003,1,Tue,Inbound Commuter,OO,445.68,8,9
1832,1832,4003,4003,1,Tue,Short Term Visitor,OO,9837.28,14,15
1857,1857,4003,4003,1,Tue,Short Term Visitor,WO,384.49,7,8
1858,1858,4003,4003,1,Tue,Short Term Visitor,OO,5965.32,7,8
1929,1929,4003,4003,1,Tue,Short Term Visitor,HH,9119.88,19,20
1933,1933,4003,4003,1,Tue,Short Term Visitor,HH,6833.57,21,22
1934,1934,4003,4003,1,Tue,Short Term Visitor,HH,4287.44,22,23
1935,1935,4003,4003,1,Tue,Long Term Visitor,OO,6728.29,13,14
1986,1986,4003,4003,1,Tue,Inbound Commuter,HH,671.01,6,7
2051,2051,4003,4003,1,Tue,Short Term Visitor,HO,5031.74,11,12
2080,2080,4003,4003,1,Tue,Short Term Visitor,OO,2355.68,22,23
2178,2178,4003,4003,1,Tue,Short Term Visitor,HH,10358.92,15,16
2191,2191,4003,4003,1,Tue,Inbound Commuter,HH,676.32,5,6
2192,2192,4003,4003,1,Tue,Inbound Commuter,HH,995.28,7,8
2267,2267,4003,4003,1,Tue,Short Term Visitor,OO,10249.02,11,12
2369,2369,4003,4003,1,Tue,Short Term Visitor,HH,1936.81,4,5
2372,2372,4003,4003,1,Tue,Short Term Visitor,OO,11560.4,15,16
2404,2404,4003,4003,1,Tue,Short Term Visitor,HO,3550.84,13,14
2457,2457,4003,4003,1,Tue,Outbound Commuter,OO,119.92,10,11
2558,2558,4003,4003,1,Tue,Short Term Visitor,WO,1517.97,19,20
2607,2607,4003,4003,1,Tue,Long Term Visitor,OO,2501.87,21,22
2612,2612,4003,4003,1,Tue,Short Term Visitor,HH,7466.41,5,6
2613,2613,4003,4003,1,Tue,Short Term Visitor,OH,3171.37,22,23
2616,2616,4003,4003,1,Tue,Short Term Visitor,HW,2517.63,10,11
2617,2617,4003,4003,1,Tue,Short Term Visitor,WH,6116.8,17,18
2652,2652,4003,4003,1,Tue,Short Term Visitor,WW,1609.89,17,18
2653,2653,4003,4003,1,Tue,Short Term Visitor,HH,9383.88,6,7
2675,2675,4003,4003,1,Tue,Short Term Visitor,HO,6509.69,9,10
2676,2676,4003,4003,1,Tue,Short Term Visitor,OH,4639.02,12,13
2677,2677,4003,4003,1,Tue,Short Term Visitor,HW,1311.47,14,15
2678,2678,4003,4003,1,Tue,Short Term Visitor,WH,2199.07,21,22
2729,2729,4003,4003,1,Tue,Short Term Visitor,HO,3415.94,5,6
2730,2730,4003,4003,1,Tue,Short Term Visitor,OH,826.31,8,9
2790,2790,4003,4003,1,Tue,Short Term Visitor,HO,4182.05,14,15
2791,2791,4003,4003,1,Tue,Short Term Visitor,OH,6610.66,18,19
2814,2814,4003,4003,1,Tue,Long Term Visitor,OO,7515.87,10,11
2985,2985,4003,4003,1,Tue,Long Term Visitor,OO,4369.07,18,19
3002,3002,4003,4003,1,Tue,Long Term Visitor,OO,7110.04,12,13
3044,3044,4003,4003,1,Tue,Short Term Visitor,HW,2235.93,11,12
3066,3066,4003,4003,1,Tue,Short Term Visitor,OO,10176.51,9,10
3067,3067,4003,4003,1,Tue,Short Term Visitor,OO,10033.93,10,11
3068,3068,4003,4003,1,Tue,Short Term Visitor,OW,391.65,20,21
3069,3069,4003,4003,1,Tue,Short Term Visitor,WO,1005.93,20,21
3112,3112,4003,4003,1,Tue,Short Term Visitor,OH,511.15,6,7
3148,3148,4003,4003,1,Tue,Short Term Visitor,HO,4664.16,17,18
3233,3233,4003,4003,1,Tue,Long Term Visitor,OO,1406.4,6,7
3234,3234,4003,4003,1,Tue,Long Term Visitor,OO,1430.87,22,23
3261,3261,4003,4003,1,Tue,Short Term Visitor,WH,1455.0,11,12
3348,3348,4003,4003,1,Tue,Inbound Commuter,HH,311.73,12,13
3390,3390,4003,4003,1,Tue,Short Term Visitor,WO,1621.4,11,12
3410,3410,4003,4003,1,Tue,Long Term Visitor,OO,5063.88,15,16
3434,3434,4003,4003,1,Tue,Short Term Visitor,WH,5973.13,16,17
3737,3737,4003,4003,1,Tue,Inbound Commuter,HH,450.86,22,23
3824,3824,4003,4003,1,Tue,Inbound Commuter,OO,224.7,12,13
3872,3872,4003,4003,1,Tue,Short Term Visitor,HW,685.96,17,18
3959,3959,4003,4003,1,Tue,Short Term Visitor,WH,566.14,10,11
3960,3960,4003,4003,1,Tue,Short Term Visitor,HW,1464.98,13,14
3961,3961,4003,4003,1,Tue,Short Term Visitor,OW,979.55,16,17
4148,4148,4003,4003,1,Tue,Short Term Visitor,OW,2124.79,9,10
4149,4149,4003,4003,1,Tue,Short Term Visitor,WW,2136.29,9,10
4167,4167,4003,4003,1,Tue,Short Term Visitor,WW,2582.52,13,14
4168,4168,4003,4003,1,Tue,Short Term Visitor,WH,2931.5,18,19
4294,4294,4003,4003,1,Tue,Short Term Visitor,HW,1219.35,12,13
4435,4435,4003,4003,1,Tue,Outbound Commuter,WW,99.33,16,17
4436,4436,4003,4003,1,Tue,Outbound Commuter,WW,143.51,17,18
4473,4473,4003,4003,1,Tue,Short Term Visitor,HO,1388.46,4,5
4478,4478,4003,4003,1,Tue,Short Term Visitor,WO,2804.91,13,14
4596,4596,4003,4003,1,Tue,Short Term Visitor,OH,668.37,23,24
4644,4644,4003,4003,1,Tue,Short Term Visitor,HO,5109.0,16,17
4645,4645,4003,4003,1,Tue,Short Term Visitor,OH,6952.45,19,20
4651,4651,4003,4003,1,Tue,Short Term Visitor,HO,7017.11,6,7
4880,4880,4003,4003,1,Tue,Short Term Visitor,HW,3903.28,5,6
4896,4896,4003,4003,1,Tue,Long Term Visitor,OO,5279.25,17,18
5019,5019,4003,4003,1,Tue,Outbound Commuter,OO,343.39,15,16
5073,5073,4003,4003,1,Tue,Short Term Visitor,HO,2513.54,18,19
5074,5074,4003,4003,1,Tue,Short Term Visitor,HO,733.25,21,22
5148,5148,4003,4003,1,Tue,Inbound Commuter,OO,665.32,15,16
5198,5198,4003,4003,1,Tue,Short Term Visitor,HO,5273.65,10,11
5373,5373,4003,4003,1,Tue,Short Term Visitor,OO,536.41,23,24
5554,5554,4003,4003,1,Tue,Resident Worker,OO,613.22,18,19
5632,5632,4003,4003,1,Tue,Short Term Visitor,OW,749.06,5,6
5636,5636,4003,4003,1,Tue,Inbound Commuter,HH,850.77,18,19
5985,5985,4003,4003,1,Tue,Short Term Visitor,WH,3689.06,15,16
6031,6031,4003,4003,1,Tue,Short Term Visitor,WH,1213.5,22,23
6101,6101,4003,4003,1,Tue,Outbound Commuter,OW,257.83,7,8
6102,6102,4003,4003,1,Tue,Outbound Commuter,WO,520.27,13,14
6103,6103,4003,4003,1,Tue,Outbound Commuter,OW,268.7,13,14
6104,6104,4003,4003,1,Tue,Outbound Commuter,WO,276.12,15,16
6168,6168,4003,4003,1,Tue,Short Term Visitor,HH,11096.43,17,18
6403,6403,4003,4003,1,Tue,Short Term Visitor,OH,7290.06,17,18
6484,6484,4003,4003,1,Tue,Inbound Commuter,HH,474.69,16,17
6542,6542,4003,4003,1,Tue,Inbound Commuter,HH,662.5,8,9
6543,6543,4003,4003,1,Tue,Inbound Commuter,HO,401.94,9,10
6546,6546,4003,4003,1,Tue,Inbound Commuter,HH,516.94,17,18
6579,6579,4003,4003,1,Tue,Home Worker,OO,425.4,15,16
6832,6832,4003,4003,1,Tue,Short Term Visitor,OH,628.6,7,8
6874,6874,4003,4003,1,Tue,Short Term Visitor,HO,7562.9,8,9
7073,7073,4003,4003,1,Tue,Short Term Visitor,OH,2786.71,10,11
7087,7087,4003,4003,1,Tue,Inbound Commuter,HH,281.3,15,16
7468,7468,4003,4003,1,Tue,Short Term Visitor,HO,4164.59,12,13
7473,7473,4003,4003,1,Tue,Inbound Commuter,HO,313.92,18,19
7515,7515,4003,4003,1,Tue,Long Term Visitor,OO,5184.05,16,17
7565,7565,4003,4003,1,Tue,Short Term Visitor,OW,2126.91,7,8
7579,7579,4003,4003,1,Tue,Outbound Commuter,WO,299.19,16,17
7580,7580,4003,4003,1,Tue,Outbound Commuter,OO,263.2,17,18
7661,7661,4003,4003,1,Tue,Long Term Visitor,HH,97.36,5,6
7732,7732,4003,4003,1,Tue,Short Term Visitor,OH,1956.99,9,10
7860,7860,4003,4003,1,Tue,Outbound Commuter,HW,55.13,9,10
7861,7861,4003,4003,1,Tue,Outbound Commuter,WW,512.82,10,11
7862,7862,4003,4003,1,Tue,Outbound Commuter,WW,417.59,12,13
7863,7863,4003,4003,1,Tue,Outbound Commuter,WW,454.67,13,14
7864,7864,4003,4003,1,Tue,Outbound Commuter,OO,259.95,14,15
7865,7865,4003,4003,1,Tue,Outbound Commuter,OO,569.55,16,17
7866,7866,4003,4003,1,Tue,Outbound Commuter,OO,310.34,19,20
7867,7867,4003,4003,1,Tue,Outbound Commuter,OH,55.13,20,21
8047,8047,4003,4003,1,Tue,Short Term Visitor,OO,3318.02,21,22
8257,8257,4003,4003,1,Tue,Resident Worker,HH,61.41,11,12
8258,8258,4003,4003,1,Tue,Resident Worker,HO,61.41,12,13
8259,8259,4003,4003,1,Tue,Resident Worker,HO,61.41,17,18
8282,8282,4003,4003,1,Tue,Outbound Commuter,WO,131.53,10,11
8283,8283,4003,4003,1,Tue,Outbound Commuter,OO,104.45,21,22
8393,8393,4003,4003,1,Tue,Short Term Visitor,WH,161.98,6,7
8409,8409,4003,4003,1,Tue,Short Term Visitor,WW,745.39,7,8
8555,8555,4003,4003,1,Tue,Inbound Commuter,HH,469.41,11,12
8556,8556,4003,4003,1,Tue,Inbound Commuter,HO,114.83,13,14
8557,8557,4003,4003,1,Tue,Inbound Commuter,OO,454.34,13,14
8558,8558,4003,4003,1,Tue,Inbound Commuter,OO,441.39,14,15
9052,9052,4003,4003,1,Tue,Short Term Visitor,WW,2579.81,11,12
9582,9582,4003,4003,1,Tue,Short Term Visitor,OW,1108.06,14,15
9663,9663,4003,4003,1,Tue,Inbound Commuter,HH,886.97,19,20
9750,9750,4003,4003,1,Tue,Inbound Commuter,HO,214.64,17,18
9751,9751,4003,4003,1,Tue,Inbound Commuter,OO,579.38,18,19
9752,9752,4003,4003,1,Tue,Inbound Commuter,OH,750.57,20,21
10057,10057,4003,4003,1,Tue,Inbound Commuter,HO,178.51,19,20
10097,10097,4003,4003,1,Tue,Home Worker,OO,76.22,7,8
10108,10108,4003,4003,1,Tue,Inbound Commuter,OO,391.91,11,12
10179,10179,4003,4003,1,Tue,Inbound Commuter,OO,745.23,17,18
10320,10320,4003,4003,1,Tue,Short Term Visitor,OW,865.26,17,18
10401,10401,4003,4003,1,Tue,Long Term Visitor,OH,94.85,9,10
10480,10480,4003,4003,1,Tue,Short Term Visitor,WO,756.84,21,22
10935,10935,4003,4003,1,Tue,Short Term Visitor,WW,2768.3,12,13
11016,11016,4003,4003,1,Tue,Short Term Visitor,OW,1844.38,12,13
11021,11021,4003,4003,1,Tue,Short Term Visitor,OH,4499.04,13,14
11221,11221,4003,4003,1,Tue,Inbound Commuter,OO,464.11,6,7
11249,11249,4003,4003,1,Tue,Long Term Visitor,OO,980.62,23,24
11577,11577,4003,4003,1,Tue,Outbound Commuter,WW,513.33,14,15
11616,11616,4003,4003,1,Tue,Home Worker,OO,408.13,19,20
11617,11617,4003,4003,1,Tue,Home Worker,OO,234.81,21,22
11776,11776,4003,4003,1,Tue,Short Term Visitor,OW,471.62,18,19
11803,11803,4003,4003,1,Tue,Inbound Commuter,HH,385.13,21,22
11809,11809,4003,4003,1,Tue,Short Term Visitor,OW,1480.81,11,12
11898,11898,4003,4003,1,Tue,Short Term Visitor,WH,457.97,7,8
11996,11996,4003,4003,1,Tue,Inbound Commuter,OO,416.62,22,23
12420,12420,4003,4003,1,Tue,Inbound Commuter,HH,401.81,10,11
12663,12663,4003,4003,1,Tue,Inbound Commuter,OO,464.14,7,8
12687,12687,4003,4003,1,Tue,Short Term Visitor,WH,1517.6,12,13
12746,12746,4003,4003,1,Tue,Resident Worker,OO,562.56,13,14
12794,12794,4003,4003,1,Tue,Inbound Commuter,HO,138.77,11,12
13277,13277,4003,4003,1,Tue,Short Term Visitor,WO,289.54,22,23
13356,13356,4003,4003,1,Tue,Short Term Visitor,WO,848.36,8,9
13432,13432,4003,4003,1,Tue,Inbound Commuter,OH,402.18,16,17
13747,13747,4003,4003,1,Tue,Long Term Visitor,HH,145.34,6,7
13748,13748,4003,4003,1,Tue,Long Term Visitor,HO,80.78,8,9
13792,13792,4003,4003,1,Tue,Inbound Commuter,OH,166.57,14,15
13857,13857,4003,4003,1,Tue,Short Term Visitor,HW,549.88,15,16
13860,13860,4003,4003,1,Tue,Inbound Commuter,HH,886.18,20,21
14907,14907,4003,4003,1,Tue,Inbound Commuter,OH,243.13,15,16
15327,15327,4003,4003,1,Tue,Resident Worker,OO,255.35,19,20
15495,15495,4003,4003,1,Tue,Short Term Visitor,OW,1273.72,13,14
16244,16244,4003,4003,1,Tue,Short Term Visitor,WW,791.75,18,19
16245,16245,4003,4003,1,Tue,Short Term Visitor,WW,270.42,21,22
16246,16246,4003,4003,1,Tue,Short Term Visitor,WH,243.06,23,24
16543,16543,4003,4003,1,Tue,Inbound Commuter,HH,147.64,23,24
16839,16839,4003,4003,1,Tue,Resident Worker,OO,506.39,9,10
16892,16892,4003,4003,1,Tue,Resident Worker,OO,390.65,16,17
16893,16893,4003,4003,1,Tue,Resident Worker,OO,196.1,20,21
17050,17050,4003,4003,1,Tue,Resident Worker,OO,147.34,22,23
17057,17057,4003,4003,1,Tue,Inbound Commuter,OO,771.48,20,21
17344,17344,4003,4003,1,Tue,Inbound Commuter,HH,447.11,9,10
17666,17666,4003,4003,1,Tue,Outbound Commuter,OO,38.57,5,6
17906,17906,4003,4003,1,Tue,Outbound Commuter,OW,90.76,8,9
17919,17919,4003,4003,1,Tue,Short Term Visitor,OW,518.12,19,20
18053,18053,4003,4003,1,Tue,Inbound Commuter,OO,131.47,23,24
18140,18140,4003,4003,1,Tue,Home Worker,HH,102.99,11,12
18184,18184,4003,4003,1,Tue,Inbound Commuter,OH,855.5,18,19
18232,18232,4003,4003,1,Tue,Short Term Visitor,HO,617.42,22,23
18308,18308,4003,4003,1,Tue,Home Worker,OO,328.73,17,18
18463,18463,4003,4003,1,Tue,Outbound Commuter,OO,425.7,11,12
19241,19241,4003,4003,1,Tue,Inbound Commuter,HO,141.23,22,23
19285,19285,4003,4003,1,Tue,Outbound Commuter,OW,271.04,15,16
19433,19433,4003,4003,1,Tue,Resident Worker,OO,190.77,7,8
19434,19434,4003,4003,1,Tue,Resident Worker,OO,366.59,8,9
19505,19505,4003,4003,1,Tue,Long Term Visitor,OH,80.67,17,18
19646,19646,4003,4003,1,Tue,Long Term Visitor,OH,43.99,18,19
19716,19716,4003,4003,1,Tue,Home Worker,OO,407.96,12,13
19893,19893,4003,4003,1,Tue,Short Term Visitor,OW,150.81,22,23
19894,19894,4003,4003,1,Tue,Short Term Visitor,WW,235.12,22,23
20405,20405,4003,4003,1,Tue,Outbound Commuter,WW,99.27,18,19
21078,21078,4003,4003,1,Tue,Short Term Visitor,WH,1505.32,13,14
21149,21149,4003,4003,1,Tue,Long Term Visitor,HH,138.82,7,8
21243,21243,4003,4003,1,Tue,Resident Worker,OO,442.89,12,13
21341,21341,4003,4003,1,Tue,Inbound Commuter,HH,238.32,4,5
21723,21723,4003,4003,1,Tue,Inbound Commuter,OO,393.53,21,22
21910,21910,4003,4003,1,Tue,Outbound Commuter,HW,98.59,5,6
22102,22102,4003,4003,1,Tue,Short Term Visitor,HO,306.76,23,24
22136,22136,4003,4003,1,Tue,Long Term Visitor,HH,162.89,9,10
22137,22137,4003,4003,1,Tue,Long Term Visitor,HO,57.84,9,10
22140,22140,4003,4003,1,Tue,Long Term Visitor,HH,94.21,17,18
22875,22875,4003,4003,1,Tue,Resident Worker,OO,381.61,11,12
22919,22919,4003,4003,1,Tue,Home Worker,OH,50.06,7,8
23982,23982,4003,4003,1,Tue,Outbound Commuter,WO,184.63,12,13
24275,24275,4003,4003,1,Tue,Outbound Commuter,WW,90.72,15,16
24990,24990,4003,4003,1,Tue,Resident Worker,OO,356.56,14,15
24991,24991,4003,4003,1,Tue,Resident Worker,OO,213.3,21,22
25232,25232,4003,4003,1,Tue,Short Term Visitor,WH,500.8,8,9
25240,25240,4003,4003,1,Tue,Inbound Commuter,HO,146.65,20,21
25241,25241,4003,4003,1,Tue,Inbound Commuter,OH,90.4,22,23
25294,25294,4003,4003,1,Tue,Long Term Visitor,HH,24.54,11,12
25295,25295,4003,4003,1,Tue,Long Term Visitor,HH,71.71,15,16
25871,25871,4003,4003,1,Tue,Resident Worker,OO,222.24,15,16
25917,25917,4003,4003,1,Tue,Short Term Visitor,HW,567.32,4,5
25918,25918,4003,4003,1,Tue,Short Term Visitor,WW,198.49,5,6
25940,25940,4003,4003,1,Tue,Inbound Commuter,HO,290.84,10,11
26007,26007,4003,4003,1,Tue,Short Term Visitor,WW,575.52,19,20
26210,26210,4003,4003,1,Tue,Outbound Commuter,OW,233.23,10,11
26211,26211,4003,4003,1,Tue,Outbound Commuter,WO,366.73,11,12
26847,26847,4003,4003,1,Tue,Outbound Commuter,WO,169.74,14,15
27018,27018,4003,4003,1,Tue,Resident Worker,OO,296.32,10,11
27037,27037,4003,4003,1,Tue,Home Worker,OO,505.54,11,12
27282,27282,4003,4003,1,Tue,Resident Worker,OO,178.52,6,7
27334,27334,4003,4003,1,Tue,Inbound Commuter,OO,394.65,10,11
27411,27411,4003,4003,1,Tue,Inbound Commuter,HO,202.13,14,15
27433,27433,4003,4003,1,Tue,Outbound Commuter,OW,178.82,14,15
27669,27669,4003,4003,1,Tue,Outbound Commuter,OO,180.64,12,13
28387,28387,4003,4003,1,Tue,Outbound Commuter,WO,132.56,9,10
28388,28388,4003,4003,1,Tue,Outbound Commuter,OW,215.66,11,12
28552,28552,4003,4003,1,Tue,Short Term Visitor,WO,731.75,9,10
28553,28553,4003,4003,1,Tue,Short Term Visitor,OW,435.62,21,22
29483,29483,4003,4003,1,Tue,Outbound Commuter,WW,173.22,7,8
30677,30677,4003,4003,1,Tue,Outbound Commuter,OO,434.42,9,10
30863,30863,4003,4003,1,Tue,Home Worker,OO,330.91,14,15
31053,31053,4003,4003,1,Tue,Home Worker,OO,254.8,8,9
32919,32919,4003,4003,1,Tue,Short Term Visitor,HW,668.46,18,19
34072,34072,4003,4003,1,Tue,Inbound Commuter,HO,140.49,15,16
34842,34842,4003,4003,1,Tue,Long Term Visitor,HW,48.69,10,11
34843,34843,4003,4003,1,Tue,Long Term Visitor,WH,48.69,16,17
36192,36192,4003,4003,1,Tue,Inbound Commuter,OO,156.74,5,6
36274,36274,4003,4003,1,Tue,Short Term Visitor,OH,341.47,5,6
36740,36740,4003,4003,1,Tue,Outbound Commuter,OW,202.95,6,7
36758,36758,4003,4003,1,Tue,Home Worker,OO,266.1,18,19
37221,37221,4003,4003,1,Tue,Outbound Commuter,WO,128.1,8,9
37222,37222,4003,4003,1,Tue,Outbound Commuter,OW,274.16,9,10
37555,37555,4003,4003,1,Tue,Short Term Visitor,HW,159.33,20,21
37844,37844,4003,4003,1,Tue,Long Term Visitor,HO,65.49,21,22
37904,37904,4003,4003,1,Tue,Inbound Commuter,HO,151.95,16,17
37947,37947,4003,4003,1,Tue,Inbound Commuter,OO,439.88,9,10
39381,39381,4003,4003,1,Tue,Resident Worker,WW,60.46,16,17
39684,39684,4003,4003,1,Tue,Outbound Commuter,OO,166.47,18,19
39685,39685,4003,4003,1,Tue,Outbound Commuter,OO,44.4,20,21
39917,39917,4003,4003,1,Tue,Short Term Visitor,WW,336.95,20,21
39964,39964,4003,4003,1,Tue,Home Worker,HO,53.71,14,15
41202,41202,4003,4003,1,Tue,Long Term Visitor,OH,157.55,8,9
43083,43083,4003,4003,1,Tue,Inbound Commuter,HO,245.03,7,8
44154,44154,4003,4003,1,Tue,Short Term Visitor,WH,638.54,9,10
44842,44842,4003,4003,1,Tue,Long Term Visitor,HO,30.12,7,8
44843,44843,4003,4003,1,Tue,Long Term Visitor,OH,54.95,16,17
45431,45431,4003,4003,1,Tue,Outbound Commuter,WW,14.83,5,6
45592,45592,4003,4003,1,Tue,Inbound Commuter,HH,384.68,13,14
45971,45971,4003,4003,1,Tue,Home Worker,HH,30.7,10,11
47483,47483,4003,4003,1,Tue,Inbound Commuter,HO,121.85,8,9
47484,47484,4003,4003,1,Tue,Inbound Commuter,OH,104.07,9,10
47763,47763,4003,4003,1,Tue,Home Worker,OO,478.38,13,14
48020,48020,4003,4003,1,Tue,Long Term Visitor,HO,34.44,12,13
48534,48534,4003,4003,1,Tue,Inbound Commuter,OH,38.64,23,24
48597,48597,4003,4003,1,Tue,Short Term Visitor,WO,122.27,6,7
50854,50854,4003,4003,1,Tue,Outbound Commuter,WW,45.97,19,20
51966,51966,4003,4003,1,Tue,Short Term Visitor,HW,275.44,21,22
52580,52580,4003,4003,1,Tue,Home Worker,OO,325.54,10,11
53829,53829,4003,4003,1,Tue,Short Term Visitor,WW,181.59,6,7
54248,54248,4003,4003,1,Tue,Inbound Commuter,OH,82.64,10,11
54606,54606,4003,4003,1,Tue,Outbound Commuter,OO,321.65,8,9
57364,57364,4003,4003,1,Tue,Inbound Commuter,OH,33.96,7,8
58706,58706,4003,4003,1,Tue,Home Worker,OO,86.16,20,21
59640,59640,4003,4003,1,Tue,Long Term Visitor,WO,25.41,22,23
61002,61002,4003,4003,1,Tue,Home Worker,OO,420.93,9,10
63304,63304,4003,4003,1,Tue,Long Term Visitor,WO,16.36,10,11
63305,63305,4003,4003,1,Tue,Long Term Visitor,OW,16.36,12,13
63306,63306,4003,4003,1,Tue,Long Term Visitor,WW,16.36,13,14
